"ENTIDAD","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
4,"25/04/2020",-66,-34,-63,-64,-32,20
4,"26/04/2020",-69,-37,-66,-64,-30,17
4,"27/04/2020",-62,-35,-60,-61,-49,23
4,"28/04/2020",-63,-35,-61,-59,-52,17
4,"29/04/2020",-60,-26,-57,-58,-52,22
4,"30/04/2020",-54,-14,-53,-50,-51,21
4,"01/05/2020",-65,-27,-60,-63,-61,27
4,"02/05/2020",-64,-28,-59,-58,-32,19
4,"03/05/2020",-69,-33,-64,-64,-25,16
4,"04/05/2020",-59,-27,-56,-58,-48,22
4,"05/05/2020",-62,-31,-60,-59,-54,23
4,"06/05/2020",-61,-30,-56,-60,-52,23
4,"07/05/2020",-63,-29,-60,-60,-52,24
4,"08/05/2020",-63,-27,-60,-62,-47,25
4,"09/05/2020",-63,-23,-58,-58,-27,18
4,"10/05/2020",-62,-24,-61,-64,-12,13
4,"11/05/2020",-61,-31,-59,-60,-47,22
4,"12/05/2020",-61,-31,-60,-58,-50,22
4,"13/05/2020",-59,-28,-57,-58,-50,23
4,"14/05/2020",-59,-25,-55,-58,-50,23
4,"15/05/2020",-57,-18,-54,-59,-44,23
4,"16/05/2020",-60,-19,-56,-54,-25,17
4,"17/05/2020",-65,-25,-61,-60,-19,15
4,"18/05/2020",-55,-22,-54,-58,-44,21
4,"19/05/2020",-57,-26,-57,-57,-48,21
4,"20/05/2020",-58,-27,-56,-57,-49,22
4,"21/05/2020",-59,-27,-58,-57,-49,24
4,"22/05/2020",-62,-28,-60,-62,-44,24
4,"23/05/2020",-62,-25,-59,-56,-22,18
4,"24/05/2020",-66,-29,-63,-62,-18,16
4,"25/05/2020",-58,-27,-56,-57,-45,21
4,"26/05/2020",-59,-29,-58,-58,-47,21
4,"27/05/2020",-59,-27,-56,-58,-47,22
4,"28/05/2020",-59,-28,-58,-56,-48,23
4,"29/05/2020",-59,-22,-57,-56,-43,24
4,"30/05/2020",-59,-19,-57,-55,-19,17
4,"31/05/2020",-66,-24,-65,-61,-17,16
4,"01/06/2020",-61,-28,-64,-54,-47,23
4,"02/06/2020",-69,-42,-70,-60,-56,26
4,"03/06/2020",-74,-47,-71,-66,-67,28
4,"04/06/2020",-61,-28,-64,-59,-52,25
4,"05/06/2020",-62,-27,-63,-62,-46,25
4,"06/06/2020",-59,-24,-59,-54,-19,17
4,"07/06/2020",-63,-26,-61,-56,-11,15
4,"08/06/2020",-53,-22,-53,-47,-39,19
4,"09/06/2020",-54,-23,-55,-48,-43,18
4,"10/06/2020",-52,-22,-52,-49,-44,19
4,"11/06/2020",-54,-23,-56,-50,-44,21
4,"12/06/2020",-55,-17,-53,-55,-39,20
4,"13/06/2020",-55,-16,-54,-52,-14,15
4,"14/06/2020",-61,-22,-58,-56,-10,14
4,"15/06/2020",-48,-15,-50,-51,-38,18
4,"16/06/2020",-49,-16,-52,-51,-41,19
4,"17/06/2020",-51,-19,-52,-50,-43,19
4,"18/06/2020",-50,-19,-54,-51,-44,21
4,"19/06/2020",-52,-19,-55,-53,-38,19
4,"20/06/2020",-53,-13,-51,-48,-13,15
4,"21/06/2020",-57,-21,-58,-54,1,12
4,"22/06/2020",-51,-23,-53,-52,-41,19
4,"23/06/2020",-48,-17,-52,-51,-44,19
4,"24/06/2020",-50,-16,-53,-50,-44,19
4,"25/06/2020",-54,-24,-55,-50,-45,22
4,"26/06/2020",-55,-23,-56,-53,-41,22
4,"27/06/2020",-56,-22,-55,-50,-18,16
4,"28/06/2020",-60,-26,-59,-55,-11,15
4,"29/06/2020",-47,-19,-52,-50,-41,19
4,"30/06/2020",-45,-17,-53,-49,-45,18
4,"01/07/2020",-46,-17,-54,-51,-46,19
4,"02/07/2020",-50,-23,-58,-53,-48,22
4,"03/07/2020",-52,-22,-58,-55,-43,22
4,"04/07/2020",-53,-23,-58,-54,-20,17
4,"05/07/2020",-57,-25,-61,-57,-14,15
4,"06/07/2020",-48,-19,-53,-53,-43,20
4,"07/07/2020",-49,-24,-55,-53,-47,20
4,"08/07/2020",-49,-24,-56,-51,-47,20
4,"09/07/2020",-51,-23,-56,-53,-48,22
4,"10/07/2020",-55,-26,-58,-56,-44,23
4,"11/07/2020",-54,-21,-56,-49,-19,16
4,"12/07/2020",-58,-27,-62,-55,-16,15
4,"13/07/2020",-47,-21,-52,-54,-43,20
4,"14/07/2020",-44,-18,-53,-52,-47,19
7,"15/02/2020",5,2,2,-1,2,-1
7,"16/02/2020",5,3,-3,8,2,0
7,"17/02/2020",0,2,0,0,13,-3
7,"18/02/2020",-2,-2,-4,-6,14,-2
7,"19/02/2020",-3,-2,-4,-5,14,-2
7,"20/02/2020",-3,-3,-3,-4,14,-1
7,"21/02/2020",-7,-6,-9,-4,12,-1
7,"22/02/2020",-6,-6,-5,-6,2,2
7,"23/02/2020",-3,-3,-4,1,1,1
7,"24/02/2020",-8,-6,-3,-3,13,-2
7,"25/02/2020",-6,-6,-4,-5,13,-2
7,"26/02/2020",-6,-5,-1,-6,10,-1
7,"27/02/2020",-4,-3,-9,-3,12,0
7,"28/02/2020",0,3,-4,1,14,-2
7,"29/02/2020",2,5,2,-2,5,0
7,"01/03/2020",0,7,-4,-1,4,0
7,"02/03/2020",-3,2,-1,0,14,-3
7,"03/03/2020",-5,-1,-7,-9,12,-2
7,"04/03/2020",-5,0,-7,-8,13,-2
7,"05/03/2020",-4,-1,-7,-7,14,-1
7,"06/03/2020",-7,-3,-8,-5,14,-1
7,"07/03/2020",-3,-3,-2,-8,4,1
7,"08/03/2020",-4,-3,-5,-8,3,1
7,"09/03/2020",-10,-5,-8,-7,-7,3
7,"10/03/2020",-7,-2,-4,-8,14,-2
7,"11/03/2020",-7,-4,-5,-8,14,-1
7,"12/03/2020",-4,-1,-3,-3,15,-2
7,"13/03/2020",2,5,2,4,10,-3
7,"14/03/2020",3,8,5,1,4,-1
7,"15/03/2020",0,5,-2,-14,2,0
7,"16/03/2020",-6,7,-8,6,-43,7
7,"17/03/2020",-5,5,-5,0,12,-2
7,"18/03/2020",-8,5,-6,-6,7,1
7,"19/03/2020",-10,6,-8,-7,3,2
7,"20/03/2020",-17,1,-13,-12,-3,4
7,"21/03/2020",-25,-6,-19,-20,-3,6
7,"22/03/2020",-34,-15,-28,-29,-6,7
7,"23/03/2020",-28,-13,-22,-28,-24,9
7,"24/03/2020",-31,-16,-27,-31,-28,10
7,"25/03/2020",-34,-16,-29,-34,-30,12
7,"26/03/2020",-35,-18,-31,-39,-31,13
7,"27/03/2020",-38,-19,-33,-44,-29,13
7,"28/03/2020",-38,-17,-32,-40,-13,10
7,"29/03/2020",-46,-22,-41,-49,-16,11
7,"30/03/2020",-32,-15,-30,-40,-35,12
7,"31/03/2020",-35,-16,-36,-43,-38,13
7,"01/04/2020",-37,-14,-35,-42,-40,14
7,"02/04/2020",-46,-16,-38,-47,-41,16
7,"03/04/2020",-54,-15,-39,-45,-39,16
7,"04/04/2020",-56,-15,-39,-45,-22,13
7,"05/04/2020",-63,-22,-47,-51,-23,13
7,"06/04/2020",-53,-16,-39,-47,-45,16
7,"07/04/2020",-52,-17,-41,-48,-47,15
7,"08/04/2020",-53,-16,-42,-46,-48,16
7,"09/04/2020",-60,-20,-47,-54,-58,19
7,"10/04/2020",-73,-37,-57,-66,-67,23
7,"11/04/2020",-69,-33,-53,-61,-47,17
7,"12/04/2020",-68,-33,-56,-60,-31,13
7,"13/04/2020",-54,-20,-44,-50,-45,16
7,"14/04/2020",-54,-20,-44,-51,-46,16
7,"15/04/2020",-51,-14,-42,-50,-45,17
7,"16/04/2020",-50,-16,-43,-55,-45,18
7,"17/04/2020",-55,-20,-45,-59,-42,19
7,"18/04/2020",-59,-27,-46,-58,-25,14
7,"19/04/2020",-64,-31,-53,-63,-24,13
7,"20/04/2020",-53,-25,-43,-55,-42,16
7,"21/04/2020",-55,-26,-46,-55,-43,16
7,"22/04/2020",-56,-27,-48,-56,-43,17
7,"23/04/2020",-56,-27,-48,-58,-43,18
7,"24/04/2020",-59,-29,-50,-61,-40,19
7,"25/04/2020",-61,-29,-51,-59,-24,15
7,"26/04/2020",-66,-35,-57,-66,-25,14
7,"27/04/2020",-56,-28,-47,-57,-42,17
7,"28/04/2020",-55,-27,-47,-56,-43,12
7,"29/04/2020",-52,-21,-45,-54,-42,16
7,"30/04/2020",-44,-9,-38,-49,-40,15
7,"01/05/2020",-60,-24,-50,-62,-51,20
7,"02/05/2020",-58,-24,-46,-56,-24,14
7,"03/05/2020",-65,-31,-55,-64,-21,13
7,"04/05/2020",-52,-22,-43,-54,-41,16
7,"05/05/2020",-55,-28,-49,-55,-45,17
7,"06/05/2020",-52,-21,-45,-54,-41,17
7,"07/05/2020",-53,-23,-46,-57,-42,18
7,"08/05/2020",-55,-22,-45,-58,-38,18
7,"09/05/2020",-55,-17,-42,-54,-20,13
7,"10/05/2020",-60,-24,-48,-65,-9,9
7,"11/05/2020",-54,-26,-46,-54,-41,16
7,"12/05/2020",-53,-24,-45,-54,-41,16
7,"13/05/2020",-52,-23,-45,-55,-41,17
7,"14/05/2020",-49,-18,-43,-53,-40,15
7,"15/05/2020",-50,-15,-41,-55,-36,17
7,"16/05/2020",-53,-16,-42,-52,-19,13
7,"17/05/2020",-61,-27,-52,-62,-16,13
7,"18/05/2020",-49,-18,-41,-50,-38,16
7,"19/05/2020",-52,-22,-46,-50,-40,16
7,"20/05/2020",-52,-21,-43,-47,-41,17
7,"21/05/2020",-53,-23,-45,-51,-41,19
7,"22/05/2020",-57,-25,-46,-55,-37,18
7,"23/05/2020",-58,-26,-46,-53,-19,15
7,"24/05/2020",-64,-31,-53,-62,-17,14
7,"25/05/2020",-53,-23,-45,-50,-40,17
7,"26/05/2020",-55,-26,-48,-52,-41,17
7,"27/05/2020",-56,-27,-49,-53,-41,18
7,"28/05/2020",-56,-26,-50,-51,-41,19
7,"29/05/2020",-55,-20,-46,-53,-37,19
7,"30/05/2020",-58,-22,-49,-51,-17,15
7,"31/05/2020",-65,-30,-57,-61,-16,15
7,"01/06/2020",-56,-25,-52,-49,-40,18
7,"02/06/2020",-55,-24,-51,-48,-42,18
7,"03/06/2020",-66,-41,-64,-57,-48,23
7,"04/06/2020",-57,-26,-56,-53,-44,21
7,"05/06/2020",-58,-26,-53,-56,-40,21
7,"06/06/2020",-57,-24,-49,-52,-17,16
7,"07/06/2020",-63,-30,-55,-57,-13,15
7,"08/06/2020",-52,-21,-45,-47,-37,17
7,"09/06/2020",-53,-24,-48,-50,-39,17
7,"10/06/2020",-53,-24,-50,-51,-40,18
7,"11/06/2020",-53,-22,-49,-51,-40,19
7,"12/06/2020",-56,-23,-49,-55,-37,20
7,"13/06/2020",-56,-21,-47,-54,-16,16
7,"14/06/2020",-61,-27,-53,-58,-12,15
7,"15/06/2020",-47,-12,-41,-46,-38,17
7,"16/06/2020",-49,-15,-45,-48,-40,18
7,"17/06/2020",-50,-17,-46,-48,-40,18
7,"18/06/2020",-53,-24,-52,-51,-42,20
7,"19/06/2020",-55,-22,-50,-55,-38,19
7,"20/06/2020",-54,-18,-47,-54,-16,16
7,"21/06/2020",-59,-26,-54,-61,-5,14
7,"22/06/2020",-52,-23,-48,-53,-41,19
7,"23/06/2020",-53,-25,-51,-54,-43,19
7,"24/06/2020",-53,-24,-50,-54,-42,19
7,"25/06/2020",-53,-23,-49,-54,-41,20
7,"26/06/2020",-55,-24,-49,-55,-39,20
7,"27/06/2020",-56,-25,-50,-55,-19,16
7,"28/06/2020",-61,-30,-56,-60,-13,15
7,"29/06/2020",-49,-20,-47,-49,-39,18
7,"30/06/2020",-44,-12,-45,-48,-40,16
7,"01/07/2020",-43,-11,-43,-45,-39,16
7,"02/07/2020",-45,-15,-46,-46,-40,18
7,"03/07/2020",-48,-17,-45,-50,-36,18
7,"04/07/2020",-50,-18,-46,-47,-15,15
7,"05/07/2020",-55,-25,-52,-57,-10,14
7,"06/07/2020",-46,-16,-44,-45,-38,17
7,"07/07/2020",-45,-16,-44,-44,-39,16
7,"08/07/2020",-47,-18,-46,-47,-39,17
7,"09/07/2020",-47,-19,-46,-48,-39,18
7,"10/07/2020",-51,-22,-49,-54,-36,19
7,"11/07/2020",-51,-20,-45,-50,-14,14
7,"12/07/2020",-55,-25,-51,-57,-9,13
7,"13/07/2020",-45,-17,-42,-46,-37,16
7,"14/07/2020",-43,-14,-44,-44,-39,14
8,"15/02/2020",6,4,10,2,3,-1
8,"16/02/2020",8,3,12,5,2,-1
8,"17/02/2020",6,2,8,8,12,-2
8,"18/02/2020",2,0,8,5,11,-2
8,"19/02/2020",-1,-1,3,6,12,-2
8,"20/02/2020",-1,-1,2,8,9,-2
8,"21/02/2020",-3,-1,-1,2,10,-1
8,"22/02/2020",2,1,10,3,5,-1
8,"23/02/2020",2,-2,-5,-1,2,1
8,"24/02/2020",0,-2,7,5,12,-2
8,"25/02/2020",-2,-2,4,3,11,-2
8,"26/02/2020",-4,-1,-1,4,12,-2
8,"27/02/2020",1,2,6,7,10,-2
8,"28/02/2020",4,8,10,7,12,-3
8,"29/02/2020",6,8,8,5,6,-1
8,"01/03/2020",7,5,5,3,4,0
8,"02/03/2020",3,3,5,5,13,-2
8,"03/03/2020",-4,-3,-8,5,9,-1
8,"04/03/2020",0,2,-3,7,11,-1
8,"05/03/2020",4,3,12,10,11,-3
8,"06/03/2020",1,3,8,7,12,-2
8,"07/03/2020",1,2,8,5,6,-2
8,"08/03/2020",2,-2,-2,-1,1,0
8,"09/03/2020",-6,-6,1,0,-12,5
8,"10/03/2020",4,3,14,10,11,-3
8,"11/03/2020",2,3,10,7,13,-3
8,"12/03/2020",3,6,10,12,10,-3
8,"13/03/2020",4,11,3,14,5,-2
8,"14/03/2020",3,11,11,8,4,-3
8,"15/03/2020",2,5,12,-4,2,-2
8,"16/03/2020",-3,7,10,-1,-56,12
8,"17/03/2020",-3,10,-3,0,6,-1
8,"18/03/2020",-14,4,-19,-11,1,3
8,"19/03/2020",-14,5,-9,-14,-4,4
8,"20/03/2020",-18,6,-12,-20,-7,6
8,"21/03/2020",-28,-3,-25,-25,-6,7
8,"22/03/2020",-34,-11,-29,-35,-9,7
8,"23/03/2020",-26,-11,-26,-35,-23,10
8,"24/03/2020",-31,-6,-27,-35,-27,11
8,"25/03/2020",-39,-12,-36,-43,-30,13
8,"26/03/2020",-42,-13,-35,-47,-34,15
8,"27/03/2020",-46,-15,-42,-50,-33,17
8,"28/03/2020",-48,-14,-43,-48,-22,13
8,"29/03/2020",-54,-24,-50,-55,-25,13
8,"30/03/2020",-39,-18,-36,-49,-37,15
8,"31/03/2020",-38,-14,-33,-47,-39,16
8,"01/04/2020",-41,-12,-37,-49,-40,16
8,"02/04/2020",-48,-9,-36,-52,-43,18
8,"03/04/2020",-56,-6,-36,-52,-42,20
8,"04/04/2020",-59,-13,-44,-52,-29,15
8,"05/04/2020",-64,-22,-50,-59,-30,13
8,"06/04/2020",-54,-16,-39,-57,-48,19
8,"07/04/2020",-52,-15,-38,-55,-50,20
8,"08/04/2020",-51,-7,-39,-55,-51,19
8,"09/04/2020",-58,-11,-41,-58,-63,24
8,"10/04/2020",-73,-22,-52,-69,-75,31
8,"11/04/2020",-68,-28,-56,-66,-50,20
8,"12/04/2020",-70,-35,-62,-67,-35,15
8,"13/04/2020",-53,-22,-42,-60,-49,20
8,"14/04/2020",-52,-18,-39,-58,-50,21
8,"15/04/2020",-50,-12,-40,-59,-49,21
8,"16/04/2020",-51,-12,-37,-59,-50,21
8,"17/04/2020",-54,-12,-38,-61,-49,24
8,"18/04/2020",-60,-23,-49,-61,-31,16
8,"19/04/2020",-64,-30,-55,-65,-28,14
8,"20/04/2020",-54,-23,-41,-60,-47,20
8,"21/04/2020",-57,-25,-45,-61,-50,22
8,"22/04/2020",-58,-24,-48,-62,-50,22
8,"23/04/2020",-59,-24,-45,-62,-51,23
8,"24/04/2020",-60,-21,-45,-63,-49,25
8,"25/04/2020",-62,-25,-52,-62,-32,17
8,"26/04/2020",-66,-32,-60,-67,-30,15
8,"27/04/2020",-56,-26,-44,-63,-49,22
8,"28/04/2020",-55,-23,-42,-61,-51,16
8,"29/04/2020",-54,-17,-44,-59,-50,22
8,"30/04/2020",-44,-3,-34,-55,-49,19
8,"01/05/2020",-60,-16,-44,-64,-66,28
8,"02/05/2020",-60,-21,-48,-61,-35,17
8,"03/05/2020",-64,-30,-56,-66,-27,14
8,"04/05/2020",-51,-20,-40,-59,-47,20
8,"05/05/2020",-52,-19,-40,-58,-50,21
8,"06/05/2020",-53,-17,-42,-58,-48,21
8,"07/05/2020",-53,-15,-39,-57,-49,22
8,"08/05/2020",-54,-12,-40,-57,-47,24
8,"09/05/2020",-57,-15,-45,-54,-28,16
8,"10/05/2020",-60,-20,-53,-63,-14,11
8,"11/05/2020",-54,-21,-43,-59,-48,21
8,"12/05/2020",-53,-19,-39,-58,-47,21
8,"13/05/2020",-54,-16,-40,-58,-47,21
8,"14/05/2020",-53,-15,-36,-59,-47,22
8,"15/05/2020",-52,-9,-36,-55,-44,22
8,"16/05/2020",-56,-15,-43,-55,-25,16
8,"17/05/2020",-61,-24,-51,-61,-19,13
8,"18/05/2020",-50,-17,-36,-54,-42,19
8,"19/05/2020",-51,-16,-35,-54,-43,20
8,"20/05/2020",-51,-13,-38,-56,-43,20
8,"21/05/2020",-52,-13,-35,-54,-44,21
8,"22/05/2020",-54,-11,-35,-53,-40,21
8,"23/05/2020",-56,-14,-41,-53,-20,14
8,"24/05/2020",-61,-22,-48,-59,-15,12
8,"25/05/2020",-49,-14,-35,-54,-40,18
8,"26/05/2020",-51,-15,-36,-55,-40,18
8,"27/05/2020",-53,-15,-37,-55,-39,18
8,"28/05/2020",-50,-12,-35,-54,-40,19
8,"29/05/2020",-50,-5,-32,-50,-36,19
8,"30/05/2020",-53,-8,-37,-48,-13,12
8,"31/05/2020",-57,-17,-42,-55,-6,10
8,"01/06/2020",-46,-10,-32,-47,-33,15
8,"02/06/2020",-47,-11,-32,-50,-34,16
8,"03/06/2020",-48,-10,-32,-50,-33,16
8,"04/06/2020",-49,-10,-30,-49,-34,16
8,"05/06/2020",-50,-6,-31,-50,-31,17
8,"06/06/2020",-51,-9,-36,-48,-10,11
8,"07/06/2020",-55,-16,-41,-54,-4,10
8,"08/06/2020",-46,-13,-32,-48,-30,15
8,"09/06/2020",-46,-12,-32,-48,-31,15
8,"10/06/2020",-46,-10,-29,-48,-30,15
8,"11/06/2020",-47,-10,-27,-47,-32,15
8,"12/06/2020",-47,-4,-27,-46,-29,16
8,"13/06/2020",-49,-5,-30,-44,-5,10
8,"14/06/2020",-53,-13,-33,-49,3,8
8,"15/06/2020",-41,-6,-23,-43,-28,13
8,"16/06/2020",-40,-6,-21,-44,-29,14
8,"17/06/2020",-41,-6,-22,-45,-28,14
8,"18/06/2020",-42,-6,-19,-44,-30,14
8,"19/06/2020",-42,0,-18,-41,-27,13
8,"20/06/2020",-44,1,-25,-40,-3,8
8,"21/06/2020",-52,-6,-34,-47,14,4
8,"22/06/2020",-41,-11,-21,-42,-30,13
8,"23/06/2020",-40,-9,-18,-44,-30,13
8,"24/06/2020",-41,-8,-20,-44,-28,13
8,"25/06/2020",-40,-7,-15,-41,-29,13
8,"26/06/2020",-42,-3,-18,-42,-26,14
8,"27/06/2020",-44,-6,-24,-41,-4,8
8,"28/06/2020",-46,-12,-25,-46,5,7
8,"29/06/2020",-37,-7,-17,-42,-27,12
8,"30/06/2020",-33,-2,-17,-43,-27,12
8,"01/07/2020",-34,-1,-19,-40,-27,11
8,"02/07/2020",-35,-2,-13,-38,-29,12
8,"03/07/2020",-36,2,-16,-37,-27,13
8,"04/07/2020",-40,-2,-24,-39,-4,7
8,"05/07/2020",-43,-10,-24,-41,3,6
8,"06/07/2020",-35,-6,-18,-39,-27,11
8,"07/07/2020",-35,-6,-14,-39,-29,11
8,"08/07/2020",-37,-6,-18,-40,-27,11
8,"09/07/2020",-37,-5,-13,-40,-28,11
8,"10/07/2020",-38,-1,-16,-37,-26,12
8,"11/07/2020",-41,-3,-22,-37,-4,6
8,"12/07/2020",-43,-10,-25,-41,3,6
8,"13/07/2020",-36,-7,-18,-40,-27,11
8,"14/07/2020",-33,-5,-14,-39,-29,11
5,"15/02/2020",10,6,11,2,2,-1
5,"16/02/2020",11,5,14,6,3,-1
5,"17/02/2020",4,4,9,4,10,-2
5,"18/02/2020",-2,-2,3,0,7,-2
5,"19/02/2020",-2,-2,0,-1,6,-1
5,"20/02/2020",-6,-4,-12,-5,5,0
5,"21/02/2020",-7,-4,-13,-3,9,1
5,"22/02/2020",2,2,4,0,4,0
5,"23/02/2020",2,1,13,-2,4,0
5,"24/02/2020",-1,0,6,-3,11,-2
5,"25/02/2020",-2,-2,2,-1,8,-2
5,"26/02/2020",-4,-3,-6,-1,7,0
5,"27/02/2020",-1,1,-3,0,6,0
5,"28/02/2020",8,10,9,5,12,-2
5,"29/02/2020",11,13,13,10,5,-2
5,"01/03/2020",13,10,30,8,6,-1
5,"02/03/2020",4,7,10,3,12,-2
5,"03/03/2020",0,1,1,2,8,-1
5,"04/03/2020",2,3,3,1,8,-1
5,"05/03/2020",1,3,5,-2,7,-1
5,"06/03/2020",0,2,8,3,12,-2
5,"07/03/2020",4,3,9,3,5,-1
5,"08/03/2020",5,2,18,-2,6,-1
5,"09/03/2020",-9,-7,-6,-3,-17,6
5,"10/03/2020",0,1,10,5,8,-2
5,"11/03/2020",2,3,11,3,7,-2
5,"12/03/2020",4,6,15,4,7,-2
5,"13/03/2020",7,10,18,11,5,-2
5,"14/03/2020",8,13,18,16,2,-3
5,"15/03/2020",3,7,12,-8,1,-2
5,"16/03/2020",-7,5,2,1,-58,13
5,"17/03/2020",-7,4,-2,5,2,0
5,"18/03/2020",-8,9,-4,2,-2,3
5,"19/03/2020",-18,2,-16,-9,-17,7
5,"20/03/2020",-26,-3,-24,-21,-18,10
5,"21/03/2020",-34,-7,-39,-22,-11,10
5,"22/03/2020",-45,-16,-50,-37,-13,9
5,"23/03/2020",-34,-17,-37,-34,-30,12
5,"24/03/2020",-38,-20,-41,-34,-35,14
5,"25/03/2020",-40,-20,-41,-37,-36,16
5,"26/03/2020",-40,-20,-40,-43,-37,16
5,"27/03/2020",-40,-15,-39,-41,-34,17
5,"28/03/2020",-41,-14,-43,-37,-21,12
5,"29/03/2020",-51,-25,-57,-45,-22,12
5,"30/03/2020",-36,-18,-40,-38,-39,16
5,"31/03/2020",-36,-18,-41,-32,-43,17
5,"01/04/2020",-37,-12,-41,-35,-44,18
5,"02/04/2020",-46,-12,-43,-41,-47,20
5,"03/04/2020",-55,-11,-44,-41,-44,21
5,"04/04/2020",-58,-14,-50,-38,-31,16
5,"05/04/2020",-66,-26,-61,-50,-28,13
5,"06/04/2020",-53,-19,-45,-47,-51,20
5,"07/04/2020",-54,-20,-48,-41,-54,21
5,"08/04/2020",-51,-13,-47,-42,-56,21
5,"09/04/2020",-60,-16,-53,-53,-66,24
5,"10/04/2020",-72,-26,-62,-63,-71,30
5,"11/04/2020",-69,-27,-62,-58,-53,20
5,"12/04/2020",-71,-34,-68,-58,-33,14
5,"13/04/2020",-55,-22,-50,-51,-51,21
5,"14/04/2020",-55,-21,-51,-47,-53,22
5,"15/04/2020",-52,-15,-47,-48,-52,23
5,"16/04/2020",-52,-16,-49,-50,-53,23
5,"17/04/2020",-54,-15,-50,-50,-49,25
5,"18/04/2020",-59,-22,-54,-46,-32,17
5,"19/04/2020",-66,-33,-65,-54,-26,14
5,"20/04/2020",-54,-26,-49,-51,-48,20
5,"21/04/2020",-57,-30,-53,-50,-51,22
5,"22/04/2020",-57,-27,-52,-52,-51,23
5,"23/04/2020",-57,-26,-52,-54,-51,23
5,"24/04/2020",-58,-21,-52,-54,-47,24
5,"25/04/2020",-62,-24,-58,-50,-32,18
5,"26/04/2020",-69,-36,-69,-60,-27,15
5,"27/04/2020",-57,-30,-55,-55,-48,22
5,"28/04/2020",-57,-29,-54,-51,-50,17
5,"29/04/2020",-53,-19,-51,-49,-50,22
5,"30/04/2020",-40,0,-44,-47,-48,19
5,"01/05/2020",-60,-16,-55,-60,-64,28
5,"02/05/2020",-58,-16,-54,-53,-37,16
5,"03/05/2020",-65,-32,-65,-59,-23,13
5,"04/05/2020",-52,-22,-50,-54,-47,20
5,"05/05/2020",-53,-23,-51,-51,-50,21
5,"06/05/2020",-50,-19,-47,-50,-48,22
5,"07/05/2020",-50,-16,-48,-52,-48,21
5,"08/05/2020",-50,-10,-48,-51,-44,22
5,"09/05/2020",-47,-3,-46,-42,-26,14
5,"10/05/2020",-59,-19,-58,-55,-2,7
5,"11/05/2020",-51,-22,-47,-52,-45,19
5,"12/05/2020",-50,-20,-48,-49,-45,20
5,"13/05/2020",-49,-18,-45,-48,-45,21
5,"14/05/2020",-47,-14,-44,-50,-45,20
5,"15/05/2020",-45,-6,-41,-46,-40,20
5,"16/05/2020",-48,-6,-44,-43,-23,13
5,"17/05/2020",-58,-22,-58,-51,-12,11
5,"18/05/2020",-42,-14,-39,-47,-39,17
5,"19/05/2020",-45,-17,-41,-45,-41,18
5,"20/05/2020",-44,-13,-38,-46,-40,19
5,"21/05/2020",-46,-14,-38,-47,-41,19
5,"22/05/2020",-46,-10,-36,-47,-35,19
5,"23/05/2020",-48,-9,-42,-42,-17,12
5,"24/05/2020",-56,-21,-52,-49,-9,10
5,"25/05/2020",-43,-15,-36,-46,-36,16
5,"26/05/2020",-45,-18,-38,-46,-36,16
5,"27/05/2020",-44,-16,-37,-42,-35,17
5,"28/05/2020",-44,-15,-37,-46,-36,17
5,"29/05/2020",-41,-4,-34,-43,-31,17
5,"30/05/2020",-42,-2,-37,-36,-11,10
5,"31/05/2020",-50,-15,-48,-44,0,8
5,"01/06/2020",-37,-7,-32,-41,-28,13
5,"02/06/2020",-40,-13,-34,-39,-31,14
5,"03/06/2020",-40,-11,-31,-40,-31,15
5,"04/06/2020",-41,-12,-30,-42,-32,15
5,"05/06/2020",-41,-7,-29,-40,-28,15
5,"06/06/2020",-43,-6,-34,-34,-10,9
5,"07/06/2020",-51,-18,-44,-45,0,8
5,"08/06/2020",-39,-14,-31,-41,-27,13
5,"09/06/2020",-41,-17,-33,-38,-30,14
5,"10/06/2020",-37,-12,-30,-39,-29,14
5,"11/06/2020",-38,-12,-30,-42,-30,14
5,"12/06/2020",-36,-5,-27,-41,-26,14
5,"13/06/2020",-38,-3,-30,-35,-7,8
5,"14/06/2020",-46,-15,-42,-42,4,7
5,"15/06/2020",-30,-6,-23,-38,-25,12
5,"16/06/2020",-32,-8,-25,-34,-28,13
5,"17/06/2020",-32,-8,-24,-35,-28,13
5,"18/06/2020",-33,-9,-25,-39,-30,13
5,"19/06/2020",-33,-3,-23,-34,-25,12
5,"20/06/2020",-32,4,-26,-29,-5,6
5,"21/06/2020",-46,-11,-46,-42,16,3
5,"22/06/2020",-36,-14,-26,-38,-29,12
5,"23/06/2020",-37,-14,-26,-35,-30,13
5,"24/06/2020",-36,-13,-29,-38,-29,14
5,"25/06/2020",-35,-10,-24,-39,-30,13
5,"26/06/2020",-35,-6,-24,-38,-26,14
5,"27/06/2020",-37,-5,-33,-30,-9,8
5,"28/06/2020",-44,-16,-38,-40,5,7
5,"29/06/2020",-31,-8,-24,-35,-27,12
5,"30/06/2020",-27,-4,-25,-32,-29,12
5,"01/07/2020",-27,-1,-22,-31,-29,12
5,"02/07/2020",-31,-5,-26,-35,-30,13
5,"03/07/2020",-32,-2,-22,-33,-26,13
5,"04/07/2020",-35,-2,-28,-30,-9,7
