"ENTIDAD","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
1,"01/05/2020",-64,-17,-43,-71,-66,29
1,"02/05/2020",-58,-16,-36,-70,-32,16
1,"03/05/2020",-65,-28,-46,-71,-22,13
1,"04/05/2020",-53,-20,-40,-64,-46,21
1,"05/05/2020",-53,-21,-39,-62,-49,22
1,"06/05/2020",-54,-19,-41,-61,-48,22
1,"07/05/2020",-54,-17,-37,-60,-48,22
1,"08/05/2020",-56,-16,-41,-68,-45,25
1,"09/05/2020",-52,-5,-28,-66,-23,14
1,"10/05/2020",-58,-15,-38,-72,-4,7
1,"11/05/2020",-54,-21,-37,-63,-45,20
1,"12/05/2020",-52,-21,-37,-61,-46,21
1,"13/05/2020",-50,-18,-37,-62,-46,22
1,"14/05/2020",-48,-12,-32,-59,-46,21
1,"15/05/2020",-48,-5,-29,-65,-42,21
1,"16/05/2020",-49,-6,-27,-66,-21,13
1,"17/05/2020",-58,-17,-37,-67,-13,11
1,"18/05/2020",-47,-14,-30,-62,-41,19
1,"19/05/2020",-48,-17,-29,-59,-43,20
1,"20/05/2020",-48,-14,-32,-58,-43,21
1,"21/05/2020",-48,-13,-30,-59,-43,21
1,"22/05/2020",-50,-11,-29,-64,-38,21
1,"23/05/2020",-49,-8,-24,-66,-16,12
1,"24/05/2020",-56,-17,-29,-65,-9,10
1,"25/05/2020",-47,-16,-29,-59,-38,18
1,"26/05/2020",-47,-18,-32,-55,-38,18
1,"27/05/2020",-47,-16,-33,-58,-38,19
1,"28/05/2020",-46,-13,-28,-55,-38,19
1,"29/05/2020",-45,-3,-28,-58,-34,19
1,"30/05/2020",-43,-2,-23,-62,-10,10
1,"31/05/2020",-50,-9,-24,-60,1,8
1,"01/06/2020",-41,-8,-27,-53,-30,15
1,"02/06/2020",-42,-14,-28,-53,-33,16
1,"03/06/2020",-43,-12,-29,-50,-33,16
1,"04/06/2020",-43,-11,-25,-50,-33,16
1,"05/06/2020",-44,-6,-25,-57,-30,17
1,"06/06/2020",-44,-4,-21,-59,-8,9
1,"07/06/2020",-49,-12,-26,-60,-1,8
1,"08/06/2020",-43,-13,-27,-52,-29,15
1,"09/06/2020",-44,-18,-34,-54,-32,15
1,"10/06/2020",-41,-12,-28,-50,-31,15
1,"11/06/2020",-40,-11,-25,-51,-31,16
1,"12/06/2020",-40,-3,-25,-56,-28,16
1,"13/06/2020",-38,-1,-16,-59,-5,8
1,"14/06/2020",-43,-8,-21,-58,6,7
1,"15/06/2020",-35,-3,-22,-49,-28,13
1,"16/06/2020",-34,-6,-21,-51,-30,14
1,"17/06/2020",-35,-6,-24,-49,-30,15
1,"18/06/2020",-36,-7,-24,-47,-31,15
1,"19/06/2020",-37,-1,-21,-51,-27,13
1,"20/06/2020",-35,4,-14,-54,-3,7
1,"21/06/2020",-42,-6,-25,-56,18,3
1,"22/06/2020",-38,-11,-27,-50,-31,14
1,"23/06/2020",-36,-11,-21,-50,-32,14
1,"24/06/2020",-37,-8,-22,-49,-31,15
1,"25/06/2020",-37,-9,-20,-48,-31,15
1,"26/06/2020",-39,-3,-28,-54,-30,16
1,"27/06/2020",-37,-1,-18,-57,-7,8
1,"28/06/2020",-42,-11,-26,-56,6,7
1,"29/06/2020",-33,-5,-26,-50,-28,13
1,"30/06/2020",-30,-4,-26,-48,-30,13
1,"01/07/2020",-29,-1,-25,-42,-30,13
1,"02/07/2020",-30,-1,-20,-41,-30,13
1,"03/07/2020",-33,2,-18,-44,-27,13
1,"04/07/2020",-32,1,-14,-51,-5,6
1,"05/07/2020",-37,-6,-19,-52,5,4
1,"06/07/2020",-33,-7,-24,-43,-29,12
1,"07/07/2020",-32,-8,-22,-43,-31,12
1,"08/07/2020",-32,-6,-25,-42,-30,13
1,"09/07/2020",-34,-9,-28,-40,-31,13
1,"10/07/2020",-34,-2,-21,-47,-28,13
1,"11/07/2020",-33,0,-12,-51,-5,6
1,"12/07/2020",-38,-9,-19,-52,3,4
1,"13/07/2020",-32,-6,-20,-43,-31,12
1,"14/07/2020",-28,-5,-20,-43,-32,13
2,"15/02/2020",7,4,8,8,3,-1
2,"16/02/2020",11,5,10,5,1,-1
2,"17/02/2020",7,5,7,3,9,-2
2,"18/02/2020",0,1,9,3,10,-2
2,"19/02/2020",1,0,2,1,8,-2
2,"20/02/2020",0,0,3,-1,8,-2
2,"21/02/2020",3,4,11,3,10,-3
2,"22/02/2020",-2,-3,2,-2,1,2
2,"23/02/2020",4,2,10,0,2,0
2,"24/02/2020",-1,1,6,-2,12,-2
2,"25/02/2020",-1,1,20,-2,10,-2
2,"26/02/2020",0,0,3,-1,9,-2
2,"27/02/2020",2,2,3,0,9,-2
2,"28/02/2020",6,8,10,6,11,-3
2,"29/02/2020",5,7,8,6,5,-2
2,"01/03/2020",3,3,-10,-4,2,1
2,"02/03/2020",-2,0,-10,-10,9,0
2,"03/03/2020",5,7,9,-3,12,-3
2,"04/03/2020",4,6,5,-3,11,-2
2,"05/03/2020",4,5,7,-3,10,-3
2,"06/03/2020",3,6,12,4,9,-3
2,"07/03/2020",2,4,7,-1,5,-1
2,"08/03/2020",6,3,6,-2,4,0
2,"09/03/2020",-7,-2,-7,-6,-9,4
2,"10/03/2020",-13,-9,-31,-8,-6,6
2,"11/03/2020",2,5,-5,0,9,-1
2,"12/03/2020",-3,3,-22,-3,4,2
2,"13/03/2020",1,8,-12,2,5,1
2,"14/03/2020",0,9,-5,-7,3,1
2,"15/03/2020",-1,6,-2,-8,3,1
2,"16/03/2020",-11,5,-3,-16,-49,13
2,"17/03/2020",-3,14,-5,-2,5,0
2,"18/03/2020",-20,1,-35,-15,-14,10
2,"19/03/2020",-21,0,-27,-24,-16,10
2,"20/03/2020",-23,4,-22,-27,-14,10
2,"21/03/2020",-31,-6,-31,-35,-7,10
2,"22/03/2020",-37,-13,-38,-40,-11,9
2,"23/03/2020",-31,-13,-31,-38,-21,12
2,"24/03/2020",-33,-11,-27,-43,-24,13
2,"25/03/2020",-36,-14,-36,-45,-28,15
2,"26/03/2020",-38,-15,-38,-45,-30,16
2,"27/03/2020",-37,-9,-32,-50,-29,16
2,"28/03/2020",-40,-12,-39,-52,-20,14
2,"29/03/2020",-44,-17,-45,-56,-23,13
2,"30/03/2020",-34,-8,-30,-47,-30,14
2,"31/03/2020",-43,-17,-38,-48,-35,17
2,"01/04/2020",-42,-14,-38,-49,-37,18
2,"02/04/2020",-51,-8,-39,-50,-39,18
2,"03/04/2020",-58,-1,-34,-51,-37,19
2,"04/04/2020",-61,-7,-45,-54,-29,17
2,"05/04/2020",-65,-15,-52,-55,-31,15
2,"06/04/2020",-59,-12,-40,-55,-42,19
2,"07/04/2020",-61,-18,-46,-58,-45,21
2,"08/04/2020",-59,-14,-47,-58,-48,22
2,"09/04/2020",-61,-11,-45,-61,-56,24
2,"10/04/2020",-76,-33,-64,-74,-70,34
2,"11/04/2020",-66,-17,-54,-67,-49,22
2,"12/04/2020",-69,-25,-59,-64,-38,17
2,"13/04/2020",-60,-17,-44,-60,-48,22
2,"14/04/2020",-59,-14,-39,-60,-50,23
2,"15/04/2020",-56,-13,-41,-60,-51,23
2,"16/04/2020",-55,-13,-39,-62,-52,24
2,"17/04/2020",-58,-12,-42,-63,-52,26
2,"18/04/2020",-63,-23,-52,-65,-39,20
2,"19/04/2020",-66,-30,-59,-64,-36,17
2,"20/04/2020",-58,-22,-42,-60,-51,23
2,"21/04/2020",-60,-24,-46,-63,-53,24
2,"22/04/2020",-59,-21,-44,-63,-53,24
2,"23/04/2020",-59,-20,-43,-62,-54,24
2,"24/04/2020",-59,-16,-41,-61,-51,25
2,"25/04/2020",-62,-20,-49,-66,-39,20
2,"26/04/2020",-65,-26,-56,-65,-36,16
2,"27/04/2020",-57,-20,-41,-61,-49,23
2,"28/04/2020",-58,-21,-39,-64,-51,15
2,"29/04/2020",-56,-18,-42,-63,-52,23
2,"30/04/2020",-48,-6,-35,-56,-51,21
2,"01/05/2020",-61,-15,-39,-67,-64,28
2,"02/05/2020",-60,-18,-46,-63,-39,19
2,"03/05/2020",-63,-25,-54,-65,-31,16
2,"04/05/2020",-54,-16,-34,-58,-45,20
2,"05/05/2020",-54,-16,-33,-61,-46,21
2,"06/05/2020",-54,-15,-37,-60,-45,21
2,"07/05/2020",-53,-12,-34,-58,-46,21
2,"08/05/2020",-52,-9,-31,-58,-43,22
2,"09/05/2020",-52,-8,-40,-60,-30,17
2,"10/05/2020",-55,-14,-48,-64,-19,12
2,"11/05/2020",-53,-16,-34,-57,-41,19
2,"12/05/2020",-52,-14,-33,-58,-42,20
2,"13/05/2020",-52,-15,-35,-61,-42,21
2,"14/05/2020",-51,-14,-35,-58,-43,20
2,"15/05/2020",-50,-8,-31,-55,-41,21
2,"16/05/2020",-53,-12,-41,-58,-28,17
2,"17/05/2020",-57,-18,-49,-60,-23,14
2,"18/05/2020",-50,-13,-34,-56,-38,18
2,"19/05/2020",-50,-13,-35,-56,-39,19
2,"20/05/2020",-49,-11,-37,-55,-40,19
2,"21/05/2020",-49,-10,-36,-55,-40,20
2,"22/05/2020",-51,-8,-36,-54,-37,20
2,"23/05/2020",-52,-10,-45,-56,-24,16
2,"24/05/2020",-56,-16,-50,-58,-22,14
2,"25/05/2020",-48,-10,-36,-53,-39,19
2,"26/05/2020",-51,-13,-37,-54,-37,18
2,"27/05/2020",-51,-14,-40,-56,-38,19
2,"28/05/2020",-49,-11,-40,-54,-38,19
2,"29/05/2020",-49,-5,-36,-53,-36,20
2,"30/05/2020",-50,-6,-44,-50,-19,14
2,"31/05/2020",-54,-12,-48,-54,-16,13
2,"01/06/2020",-47,-9,-36,-43,-32,16
2,"02/06/2020",-47,-9,-35,-43,-34,17
2,"03/06/2020",-47,-9,-37,-44,-35,18
2,"04/06/2020",-46,-8,-36,-44,-35,18
2,"05/06/2020",-46,-4,-33,-44,-33,18
2,"06/06/2020",-48,-6,-42,-43,-18,14
2,"07/06/2020",-51,-11,-44,-45,-16,12
2,"08/06/2020",-45,-9,-33,-44,-30,15
2,"09/06/2020",-47,-10,-33,-45,-32,16
2,"10/06/2020",-45,-8,-34,-45,-33,17
2,"11/06/2020",-44,-7,-31,-45,-33,17
2,"12/06/2020",-44,-1,-29,-41,-31,17
2,"13/06/2020",-45,-3,-34,-42,-15,12
2,"14/06/2020",-48,-9,-38,-40,-12,11
2,"15/06/2020",-41,-6,-29,-40,-29,14
2,"16/06/2020",-41,-5,-27,-38,-30,15
2,"17/06/2020",-40,-6,-28,-40,-31,16
2,"18/06/2020",-40,-4,-27,-39,-32,15
2,"19/06/2020",-40,2,-23,-35,-29,14
2,"20/06/2020",-41,2,-33,-33,-12,11
2,"21/06/2020",-48,-6,-39,-42,-4,8
2,"22/06/2020",-42,-8,-28,-37,-31,14
2,"23/06/2020",-41,-6,-26,-39,-31,15
2,"24/06/2020",-41,-7,-27,-39,-31,15
2,"25/06/2020",-40,-6,-25,-40,-31,15
2,"26/06/2020",-41,-1,-23,-38,-29,15
2,"27/06/2020",-43,-4,-30,-34,-14,11
2,"28/06/2020",-46,-10,-33,-37,-9,10
2,"29/06/2020",-39,-7,-28,-41,-29,14
2,"30/06/2020",-36,-3,-22,-40,-29,13
2,"01/07/2020",-35,-4,-24,-36,-31,14
2,"02/07/2020",-35,-2,-20,-30,-31,14
2,"03/07/2020",-35,5,-18,-26,-30,14
2,"04/07/2020",-41,-3,-30,-32,-14,11
2,"05/07/2020",-45,-9,-34,-35,-10,9
2,"06/07/2020",-38,-5,-23,-35,-30,13
2,"07/07/2020",-37,-4,-21,-37,-31,13
2,"08/07/2020",-37,-6,-22,-38,-30,14
2,"09/07/2020",-37,-4,-21,-36,-31,14
2,"10/07/2020",-38,0,-19,-35,-29,14
2,"11/07/2020",-40,-2,-28,-33,-13,10
2,"12/07/2020",-43,-9,-32,-33,-11,9
2,"13/07/2020",-37,-6,-22,-38,-29,12
2,"14/07/2020",-36,-4,-20,-38,-30,13
3,"15/02/2020",11,10,2,2,3,-1
3,"16/02/2020",8,9,0,2,1,-1
3,"17/02/2020",4,5,-3,3,12,-2
3,"18/02/2020",3,3,-2,4,11,-2
3,"19/02/2020",2,3,-1,6,10,-2
3,"20/02/2020",3,2,5,8,11,-2
3,"21/02/2020",3,2,7,8,13,-2
3,"22/02/2020",8,5,14,8,3,-1
3,"23/02/2020",10,6,16,6,0,-1
3,"24/02/2020",4,1,1,3,12,-2
3,"25/02/2020",3,1,5,13,9,-2
3,"26/02/2020",1,1,1,8,8,-1
3,"27/02/2020",0,2,-4,5,9,0
3,"28/02/2020",7,8,2,4,14,-3
3,"29/02/2020",9,12,9,4,5,-1
3,"01/03/2020",10,11,13,0,1,-1
3,"02/03/2020",4,7,-7,0,12,-2
3,"03/03/2020",3,5,-6,3,11,-1
3,"04/03/2020",1,4,-4,2,11,-1
3,"05/03/2020",0,4,-3,-1,12,-1
3,"06/03/2020",1,3,1,3,16,-2
3,"07/03/2020",3,5,7,6,5,0
3,"08/03/2020",4,4,12,-2,1,0
3,"09/03/2020",-8,-3,-6,4,-10,5
3,"10/03/2020",-1,2,1,5,11,-2
3,"11/03/2020",0,3,-3,6,10,-2
3,"12/03/2020",1,6,0,0,10,-1
3,"13/03/2020",4,10,5,3,11,-1
3,"14/03/2020",8,17,8,2,4,-2
3,"15/03/2020",4,13,7,-6,1,-1
3,"16/03/2020",-8,7,-2,-8,-42,9
3,"17/03/2020",-6,8,-15,-1,8,-1
3,"18/03/2020",-9,7,-17,-6,2,3
3,"19/03/2020",-13,7,-15,-20,1,4
3,"20/03/2020",-18,2,-16,-19,-5,7
3,"21/03/2020",-26,2,-25,-20,-9,8
3,"22/03/2020",-39,-8,-30,-37,-17,10
3,"23/03/2020",-34,-11,-36,-39,-25,13
3,"24/03/2020",-38,-15,-39,-40,-31,14
3,"25/03/2020",-41,-17,-38,-47,-34,15
3,"26/03/2020",-42,-16,-42,-54,-35,17
3,"27/03/2020",-44,-16,-39,-54,-33,18
3,"28/03/2020",-45,-15,-40,-59,-28,16
3,"29/03/2020",-53,-21,-45,-63,-35,15
3,"30/03/2020",-42,-17,-45,-56,-38,17
3,"31/03/2020",-39,-13,-46,-56,-41,17
3,"01/04/2020",-45,-13,-49,-60,-46,19
3,"02/04/2020",-55,-13,-53,-59,-48,21
3,"03/04/2020",-62,-13,-51,-59,-46,22
3,"04/04/2020",-64,-15,-55,-65,-41,20
3,"05/04/2020",-71,-23,-59,-69,-44,17
3,"06/04/2020",-66,-25,-63,-67,-57,24
3,"07/04/2020",-66,-29,-60,-64,-59,24
3,"08/04/2020",-67,-30,-62,-67,-61,25
3,"09/04/2020",-73,-32,-67,-70,-67,29
3,"10/04/2020",-77,-38,-66,-78,-71,32
3,"11/04/2020",-76,-37,-67,-78,-61,26
3,"12/04/2020",-78,-41,-69,-75,-50,20
3,"13/04/2020",-69,-34,-66,-74,-59,27
3,"14/04/2020",-68,-32,-65,-71,-60,26
3,"15/04/2020",-64,-24,-61,-69,-59,25
3,"16/04/2020",-66,-25,-64,-74,-59,27
3,"17/04/2020",-68,-27,-63,-72,-57,28
3,"18/04/2020",-71,-36,-65,-78,-49,24
3,"19/04/2020",-76,-42,-69,-79,-46,19
3,"20/04/2020",-68,-38,-66,-74,-56,26
3,"21/04/2020",-70,-40,-68,-72,-58,26
3,"22/04/2020",-70,-39,-68,-72,-58,27
3,"23/04/2020",-72,-40,-69,-75,-58,28
3,"24/04/2020",-71,-38,-67,-75,-55,28
3,"25/04/2020",-74,-40,-69,-80,-50,25
3,"26/04/2020",-79,-46,-72,-81,-47,21
3,"27/04/2020",-71,-42,-70,-76,-56,27
3,"28/04/2020",-70,-39,-68,-74,-57,20
3,"29/04/2020",-68,-33,-66,-72,-57,26
3,"30/04/2020",-60,-20,-64,-70,-55,24
3,"01/05/2020",-70,-31,-65,-76,-63,29
3,"02/05/2020",-69,-31,-64,-77,-48,23
3,"03/05/2020",-75,-39,-69,-78,-43,19
3,"04/05/2020",-66,-36,-66,-76,-53,25
3,"05/05/2020",-68,-36,-67,-69,-57,26
3,"06/05/2020",-67,-35,-64,-71,-55,25
3,"07/05/2020",-67,-33,-65,-71,-55,27
3,"08/05/2020",-66,-31,-63,-73,-51,27
3,"09/05/2020",-66,-26,-63,-76,-43,22
3,"10/05/2020",-71,-32,-64,-78,-33,15
3,"11/05/2020",-68,-39,-68,-74,-52,25
3,"12/05/2020",-67,-36,-65,-72,-53,25
3,"13/05/2020",-66,-34,-63,-72,-53,25
3,"14/05/2020",-65,-32,-64,-71,-52,26
3,"15/05/2020",-62,-23,-58,-71,-48,25
3,"16/05/2020",-64,-23,-60,-74,-41,21
3,"17/05/2020",-71,-33,-64,-74,-37,17
3,"18/05/2020",-62,-30,-61,-71,-48,23
3,"19/05/2020",-63,-31,-61,-68,-50,24
3,"20/05/2020",-63,-30,-57,-69,-50,24
3,"21/05/2020",-64,-31,-60,-70,-50,25
3,"22/05/2020",-64,-29,-61,-70,-46,25
3,"23/05/2020",-65,-26,-59,-74,-37,20
3,"24/05/2020",-71,-34,-62,-72,-35,17
3,"25/05/2020",-62,-31,-64,-72,-47,23
3,"26/05/2020",-63,-32,-62,-69,-47,23
3,"27/05/2020",-63,-31,-59,-68,-47,23
3,"28/05/2020",-63,-30,-61,-69,-47,24
3,"29/05/2020",-59,-21,-56,-67,-42,23
3,"30/05/2020",-59,-17,-56,-72,-31,17
3,"31/05/2020",-66,-25,-58,-68,-27,14
3,"01/06/2020",-55,-21,-58,-62,-38,18
3,"02/06/2020",-56,-23,-55,-62,-40,18
3,"03/06/2020",-57,-23,-52,-57,-40,18
3,"04/06/2020",-58,-24,-55,-61,-41,19
3,"05/06/2020",-58,-24,-51,-58,-37,18
3,"06/06/2020",-59,-21,-52,-65,-29,14
3,"07/06/2020",-66,-28,-55,-68,-29,12
3,"08/06/2020",-58,-26,-56,-59,-36,17
3,"09/06/2020",-58,-27,-55,-62,-39,17
3,"10/06/2020",-56,-26,-49,-58,-38,17
3,"11/06/2020",-57,-27,-53,-62,-39,18
3,"12/06/2020",-56,-23,-48,-59,-34,17
3,"13/06/2020",-55,-18,-47,-63,-24,13
3,"14/06/2020",-61,-25,-50,-65,-23,11
3,"15/06/2020",-47,-16,-43,-55,-32,14
3,"16/06/2020",-46,-17,-39,-55,-34,13
3,"17/06/2020",-46,-18,-34,-54,-35,13
3,"18/06/2020",-48,-20,-41,-56,-36,14
3,"19/06/2020",-47,-17,-36,-53,-31,13
3,"20/06/2020",-46,-10,-31,-57,-20,10
3,"21/06/2020",-54,-16,-32,-61,-13,6
3,"22/06/2020",-49,-23,-42,-52,-34,14
3,"23/06/2020",-48,-22,-37,-54,-35,14
3,"24/06/2020",-48,-21,-35,-51,-34,14
3,"25/06/2020",-48,-22,-37,-53,-34,15
3,"26/06/2020",-48,-19,-34,-50,-30,14
3,"27/06/2020",-48,-17,-30,-54,-22,11
3,"28/06/2020",-53,-24,-30,-59,-19,9
3,"29/06/2020",-45,-20,-38,-49,-31,13
3,"30/06/2020",-40,-12,-34,-50,-33,12
3,"01/07/2020",-40,-12,-29,-41,-34,12
3,"02/07/2020",-41,-13,-35,-44,-34,13
3,"03/07/2020",-43,-13,-32,-44,-30,13
3,"04/07/2020",-43,-12,-31,-51,-19,10
3,"05/07/2020",-50,-19,-35,-51,-18,9
3,"06/07/2020",-42,-17,-39,-44,-32,13
3,"07/07/2020",-43,-19,-36,-44,-34,13
3,"08/07/2020",-44,-19,-33,-44,-34,13
3,"09/07/2020",-45,-19,-38,-47,-34,15
3,"10/07/2020",-45,-17,-33,-45,-30,15
3,"11/07/2020",-45,-13,-31,-48,-19,11
3,"12/07/2020",-51,-20,-36,-50,-18,10
3,"13/07/2020",-44,-17,-39,-43,-32,14
3,"14/07/2020",-42,-16,-34,-46,-35,14
4,"15/02/2020",9,5,12,-1,5,-2
4,"16/02/2020",11,8,3,4,1,-1
4,"17/02/2020",6,5,6,0,16,-4
4,"18/02/2020",5,-1,6,-5,10,-3
4,"19/02/2020",5,0,13,1,10,-3
4,"20/02/2020",7,1,16,2,8,-2
4,"21/02/2020",6,0,24,6,9,-3
4,"22/02/2020",14,6,51,10,1,-2
4,"23/02/2020",23,5,33,5,-1,-1
4,"24/02/2020",9,-1,16,0,-23,3
4,"25/02/2020",-2,-6,6,7,-34,4
4,"26/02/2020",-9,-8,-12,-4,-13,3
4,"27/02/2020",-4,-1,-10,-6,6,1
4,"28/02/2020",-2,5,-9,-8,12,0
4,"29/02/2020",4,8,1,0,4,1
4,"01/03/2020",5,11,-2,5,-1,1
4,"02/03/2020",5,6,5,2,17,-3
4,"03/03/2020",2,3,5,-6,12,-2
4,"04/03/2020",1,2,7,-5,10,-2
4,"05/03/2020",-2,1,1,-2,11,-1
4,"06/03/2020",-4,-2,-2,-4,15,-1
4,"07/03/2020",-1,-1,1,-8,5,1
4,"08/03/2020",3,2,2,-10,1,2
4,"09/03/2020",-7,-5,-5,-5,-13,5
4,"10/03/2020",-2,-2,3,-4,11,-2
4,"11/03/2020",-4,-4,3,-8,9,-1
4,"12/03/2020",-2,-1,3,-4,9,-1
4,"13/03/2020",4,7,5,10,10,-2
4,"14/03/2020",2,12,9,13,3,-1
4,"15/03/2020",-2,9,2,-8,-2,0
4,"16/03/2020",-11,8,-10,-1,-51,10
4,"17/03/2020",-9,4,-11,2,4,0
4,"18/03/2020",-11,-1,-12,-12,-5,4
4,"19/03/2020",-18,1,-17,-6,-8,7
4,"20/03/2020",-24,-4,-25,-16,-10,8
4,"21/03/2020",-33,-8,-32,-24,-7,10
4,"22/03/2020",-41,-17,-42,-36,-13,11
4,"23/03/2020",-35,-19,-35,-35,-30,14
4,"24/03/2020",-40,-22,-40,-35,-37,15
4,"25/03/2020",-43,-27,-43,-41,-40,17
4,"26/03/2020",-44,-25,-43,-44,-41,19
4,"27/03/2020",-43,-21,-42,-48,-37,18
4,"28/03/2020",-45,-20,-43,-46,-20,14
4,"29/03/2020",-50,-24,-52,-51,-23,14
4,"30/03/2020",-39,-21,-40,-49,-40,17
4,"31/03/2020",-39,-18,-45,-47,-45,17
4,"01/04/2020",-41,-19,-44,-46,-49,19
4,"02/04/2020",-48,-20,-47,-48,-49,21
4,"03/04/2020",-54,-20,-49,-51,-46,22
4,"04/04/2020",-55,-16,-50,-50,-28,16
4,"05/04/2020",-59,-29,-55,-55,-28,15
4,"06/04/2020",-52,-25,-47,-52,-49,20
4,"07/04/2020",-54,-26,-51,-53,-53,20
4,"08/04/2020",-55,-27,-51,-48,-54,21
4,"09/04/2020",-59,-27,-54,-54,-63,25
4,"10/04/2020",-70,-38,-64,-67,-68,29
4,"11/04/2020",-64,-34,-58,-62,-42,20
4,"12/04/2020",-65,-36,-63,-62,-31,16
4,"13/04/2020",-53,-28,-51,-56,-49,21
4,"14/04/2020",-54,-28,-54,-59,-52,22
4,"15/04/2020",-51,-21,-51,-54,-52,21
4,"16/04/2020",-53,-20,-53,-54,-53,23
4,"17/04/2020",-57,-26,-55,-58,-49,25
4,"18/04/2020",-62,-29,-56,-58,-29,18
4,"19/04/2020",-65,-33,-62,-63,-28,16
4,"20/04/2020",-58,-31,-55,-59,-48,21
4,"21/04/2020",-63,-35,-60,-59,-52,22
4,"22/04/2020",-64,-35,-59,-60,-54,23
4,"23/04/2020",-65,-35,-60,-60,-54,25
4,"24/04/2020",-66,-35,-61,-65,-50,25
