"ENTIDAD","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"26","2020-04-11",-71,-28,-59,-66,-55,21
"26","2020-04-12",-70,-30,-63,-66,-34,14
"26","2020-04-13",-65,-36,-54,-63,-56,23
"26","2020-04-14",-63,-33,-51,-57,-57,24
"26","2020-04-15",-60,-27,-49,-58,-57,24
"26","2020-04-16",-60,-25,-47,-58,-57,23
"26","2020-04-17",-62,-26,-49,-62,-53,27
"26","2020-04-18",-65,-30,-59,-62,-35,18
"26","2020-04-19",-70,-36,-64,-68,-29,16
"26","2020-04-20",-60,-31,-50,-61,-52,21
"26","2020-04-21",-60,-34,-49,-58,-54,22
"26","2020-04-22",-60,-31,-51,-57,-55,22
"26","2020-04-23",-61,-29,-47,-58,-55,22
"26","2020-04-24",-63,-29,-51,-63,-50,24
"26","2020-04-25",-64,-28,-57,-61,-33,18
"26","2020-04-26",-68,-35,-63,-68,-28,15
"26","2020-04-27",-59,-30,-47,-62,-50,22
"26","2020-04-28",-57,-28,-45,-55,-52,14
"26","2020-04-29",-54,-20,-44,-53,-52,21
"26","2020-04-30",-44,-8,-36,-51,-50,18
"26","2020-05-01",-62,-23,-50,-63,-62,26
"26","2020-05-02",-59,-24,-53,-57,-35,17
"26","2020-05-03",-66,-31,-60,-65,-24,14
"26","2020-05-04",-53,-24,-42,-55,-47,19
"26","2020-05-05",-53,-24,-40,-51,-51,20
"26","2020-05-06",-52,-20,-42,-50,-50,20
"26","2020-05-07",-52,-18,-39,-53,-50,20
"26","2020-05-08",-53,-16,-41,-55,-45,22
"26","2020-05-09",-52,-10,-46,-48,-26,15
"26","2020-05-10",-60,-21,-57,-62,-5,9
"26","2020-05-11",-55,-25,-43,-57,-47,19
"26","2020-05-12",-52,-23,-40,-50,-47,19
"26","2020-05-13",-53,-22,-42,-51,-48,21
"26","2020-05-14",-51,-18,-40,-52,-48,20
"26","2020-05-15",-51,-14,-39,-56,-42,21
"26","2020-05-16",-53,-16,-48,-53,-24,15
"26","2020-05-17",-60,-24,-56,-62,-15,13
"26","2020-05-18",-50,-20,-38,-54,-42,18
"26","2020-05-19",-50,-21,-37,-48,-44,19
"26","2020-05-20",-51,-19,-39,-46,-45,20
"26","2020-05-21",-52,-18,-37,-49,-46,20
"26","2020-05-22",-54,-18,-40,-56,-40,21
"26","2020-05-23",-54,-15,-45,-51,-20,14
"26","2020-05-24",-61,-24,-52,-60,-13,12
"26","2020-05-25",-51,-20,-37,-51,-43,19
"26","2020-05-26",-51,-22,-37,-48,-43,18
"26","2020-05-27",-53,-22,-40,-48,-44,19
"26","2020-05-28",-52,-18,-37,-46,-43,18
"26","2020-05-29",-52,-14,-39,-54,-38,21
"26","2020-05-30",-53,-12,-45,-50,-16,13
"26","2020-05-31",-59,-19,-53,-58,-8,12
"26","2020-06-01",-49,-15,-36,-50,-38,17
"26","2020-06-02",-48,-18,-36,-44,-40,17
"26","2020-06-03",-50,-18,-38,-42,-42,18
"26","2020-06-04",-50,-17,-38,-44,-42,18
"26","2020-06-05",-51,-15,-41,-48,-37,20
"26","2020-06-06",-52,-14,-47,-43,-16,14
"26","2020-06-07",-58,-21,-53,-52,-10,13
"26","2020-06-08",-49,-19,-39,-47,-37,17
"26","2020-06-09",-49,-21,-37,-44,-40,17
"26","2020-06-10",-49,-18,-38,-42,-40,18
"26","2020-06-11",-49,-17,-36,-42,-41,18
"26","2020-06-12",-50,-14,-38,-49,-36,19
"26","2020-06-13",-50,-12,-45,-44,-14,14
"26","2020-06-14",-57,-20,-53,-54,-8,13
"26","2020-06-15",-48,-17,-40,-46,-38,18
"26","2020-06-16",-46,-15,-38,-39,-40,18
"26","2020-06-17",-48,-15,-38,-37,-41,19
"26","2020-06-18",-48,-15,-37,-39,-42,18
"26","2020-06-19",-50,-15,-40,-45,-37,18
"26","2020-06-20",-49,-8,-44,-39,-15,13
"26","2020-06-21",-57,-17,-55,-53,3,9
"26","2020-06-22",-52,-23,-40,-46,-41,17
"26","2020-06-23",-48,-20,-37,-41,-42,18
"26","2020-06-24",-50,-19,-40,-41,-42,19
"26","2020-06-25",-50,-18,-38,-45,-43,18
"26","2020-06-26",-51,-17,-41,-50,-37,21
"26","2020-06-27",-50,-14,-46,-46,-17,14
"26","2020-06-28",-56,-22,-52,-57,-8,13
"26","2020-06-29",-47,-17,-38,-48,-38,17
"26","2020-06-30",-43,-13,-35,-40,-40,17
"26","2020-07-01",-43,-10,-36,-39,-42,18
"26","2020-07-02",-45,-12,-35,-39,-42,18
"26","2020-07-03",-48,-12,-38,-45,-38,20
"26","2020-07-04",-49,-12,-46,-44,-17,14
"26","2020-07-05",-56,-21,-54,-56,-11,13
"26","2020-07-06",-47,-17,-38,-47,-40,17
"26","2020-07-07",-46,-18,-35,-43,-42,17
"26","2020-07-08",-47,-18,-39,-42,-43,18
"26","2020-07-09",-48,-18,-37,-42,-43,18
"26","2020-07-10",-49,-16,-39,-47,-37,20
"26","2020-07-11",-49,-14,-45,-45,-17,14
"26","2020-07-12",-55,-21,-53,-53,-10,13
"26","2020-07-13",-47,-18,-38,-47,-39,17
"26","2020-07-14",-43,-16,-33,-41,-41,17
"26","2020-07-15",-41,-10,-34,-36,-41,17
"26","2020-07-16",-42,-9,-32,-35,-41,16
"26","2020-07-17",-45,-11,-37,-43,-37,18
"26","2020-07-18",-45,-10,-42,-39,-15,13
"26","2020-07-19",-51,-17,-48,-47,-9,11
"26","2020-07-20",-43,-15,-33,-41,-38,16
"26","2020-07-21",-41,-16,-32,-38,-40,16
"15","2020-02-15",6,6,6,6,4,-1
"15","2020-02-16",7,6,4,6,2,-1
"15","2020-02-17",1,1,1,8,11,-3
"15","2020-02-18",1,1,3,5,10,-2
"15","2020-02-19",1,0,2,6,9,-2
"15","2020-02-20",1,0,1,3,9,-2
"15","2020-02-21",0,-1,4,5,13,-2
"15","2020-02-22",-2,0,4,3,4,0
"15","2020-02-23",-2,0,1,5,2,-1
"15","2020-02-24",-4,-3,2,6,11,-2
"15","2020-02-25",-3,-2,3,0,10,-2
"15","2020-02-26",-1,1,12,0,9,-2
"15","2020-02-27",2,1,2,4,9,-2
"15","2020-02-28",7,6,6,9,13,-3
"15","2020-02-29",5,9,5,4,5,-1
"15","2020-03-01",6,8,3,5,3,-1
"15","2020-03-02",2,4,0,3,5,-1
"15","2020-03-03",3,4,4,2,10,-2
"15","2020-03-04",2,4,5,3,10,-2
"15","2020-03-05",3,4,4,5,11,-2
"15","2020-03-06",0,1,3,4,13,-2
"15","2020-03-07",0,4,6,3,6,0
"15","2020-03-08",4,4,5,3,5,0
"15","2020-03-09",-8,-5,-6,-16,-17,7
"15","2020-03-10",0,2,2,4,11,-2
"15","2020-03-11",0,2,3,2,10,-2
"15","2020-03-12",2,3,3,2,10,-2
"15","2020-03-13",6,5,2,7,3,-1
"15","2020-03-14",2,8,1,5,4,-1
"15","2020-03-15",0,4,2,-3,2,-2
"15","2020-03-16",-3,5,-7,-35,-56,14
"15","2020-03-17",-1,6,-4,-8,3,1
"15","2020-03-18",-5,3,-8,-16,-3,4
"15","2020-03-19",-6,3,-9,-19,-7,5
"15","2020-03-20",-12,0,-12,-22,-12,8
"15","2020-03-21",-19,-2,-21,-24,-3,7
"15","2020-03-22",-22,-6,-27,-27,-4,5
"15","2020-03-23",-20,-8,-21,-34,-27,11
"15","2020-03-24",-25,-7,-24,-39,-32,13
"15","2020-03-25",-28,-10,-26,-41,-35,15
"15","2020-03-26",-30,-12,-27,-43,-36,16
"15","2020-03-27",-30,-10,-24,-44,-34,17
"15","2020-03-28",-32,-7,-27,-39,-14,12
"15","2020-03-29",-36,-12,-36,-41,-16,9
"15","2020-03-30",-27,-12,-26,-45,-38,15
"15","2020-03-31",-26,-8,-27,-47,-40,16
"15","2020-04-01",-28,-8,-29,-49,-43,17
"15","2020-04-02",-38,-6,-32,-49,-45,19
"15","2020-04-03",-48,-2,-29,-46,-42,20
"15","2020-04-04",-50,0,-30,-39,-23,14
"15","2020-04-05",-54,-8,-38,-42,-22,11
"15","2020-04-06",-46,-6,-27,-49,-48,18
"15","2020-04-07",-44,-6,-27,-52,-50,19
"15","2020-04-08",-42,-3,-27,-50,-51,19
"15","2020-04-09",-48,-2,-29,-57,-63,23
"15","2020-04-10",-63,-20,-40,-67,-73,29
"15","2020-04-11",-60,-19,-41,-58,-46,18
"15","2020-04-12",-58,-21,-47,-48,-27,11
"15","2020-04-13",-46,-12,-31,-51,-47,19
"15","2020-04-14",-45,-8,-31,-54,-48,20
"15","2020-04-15",-42,-3,-30,-52,-48,20
"15","2020-04-16",-42,-6,-32,-53,-49,21
"15","2020-04-17",-46,-9,-31,-53,-46,22
"15","2020-04-18",-52,-15,-37,-49,-24,16
"15","2020-04-19",-54,-20,-44,-48,-21,11
"15","2020-04-20",-49,-20,-35,-54,-46,19
"15","2020-04-21",-52,-21,-40,-57,-48,21
"15","2020-04-22",-52,-21,-41,-58,-49,22
"15","2020-04-23",-55,-24,-44,-59,-51,23
"15","2020-04-24",-57,-25,-43,-58,-48,24
"15","2020-04-25",-58,-23,-45,-53,-28,18
"15","2020-04-26",-60,-26,-52,-53,-24,13
"15","2020-04-27",-55,-25,-42,-57,-49,22
"15","2020-04-28",-54,-22,-42,-58,-50,18
"15","2020-04-29",-50,-17,-40,-57,-50,22
"15","2020-04-30",-40,-7,-38,-55,-49,21
"15","2020-05-01",-54,-16,-42,-64,-63,28
"15","2020-05-02",-53,-16,-41,-53,-31,18
"15","2020-05-03",-57,-24,-50,-52,-23,13
"15","2020-05-04",-51,-21,-40,-57,-49,21
"15","2020-05-05",-52,-21,-42,-60,-52,23
"15","2020-05-06",-52,-21,-42,-58,-51,23
"15","2020-05-07",-51,-20,-42,-60,-52,24
"15","2020-05-08",-53,-20,-41,-59,-49,25
"15","2020-05-09",-53,-15,-41,-52,-28,18
"15","2020-05-10",-54,-21,-49,-52,-14,11
"15","2020-05-11",-53,-25,-43,-57,-49,22
"15","2020-05-12",-51,-21,-39,-59,-50,23
"15","2020-05-13",-50,-19,-40,-59,-50,23
"15","2020-05-14",-48,-17,-39,-58,-51,21
"15","2020-05-15",-48,-13,-35,-56,-47,24
"15","2020-05-16",-50,-11,-38,-49,-25,17
"15","2020-05-17",-55,-21,-48,-51,-19,13
"15","2020-05-18",-49,-19,-39,-55,-47,21
"15","2020-05-19",-49,-18,-38,-56,-49,22
"15","2020-05-20",-49,-16,-37,-56,-49,22
"15","2020-05-21",-50,-17,-37,-56,-50,24
"15","2020-05-22",-52,-17,-36,-56,-45,24
"15","2020-05-23",-53,-14,-37,-49,-22,17
"15","2020-05-24",-56,-21,-45,-50,-16,13
"15","2020-05-25",-50,-19,-37,-54,-46,21
"15","2020-05-26",-50,-19,-37,-57,-47,22
"15","2020-05-27",-52,-21,-41,-58,-47,22
"15","2020-05-28",-49,-17,-41,-55,-48,23
"15","2020-05-29",-48,-10,-34,-53,-43,23
"15","2020-05-30",-47,-6,-35,-45,-17,16
"15","2020-05-31",-52,-15,-46,-47,-10,12
"15","2020-06-01",-44,-11,-34,-50,-42,19
"15","2020-06-02",-45,-12,-34,-53,-44,21
"15","2020-06-03",-46,-13,-35,-53,-44,21
"15","2020-06-04",-46,-13,-36,-53,-45,22
"15","2020-06-05",-48,-12,-34,-51,-41,22
"15","2020-06-06",-50,-11,-37,-45,-16,16
"15","2020-06-07",-54,-19,-46,-48,-10,12
"15","2020-06-08",-49,-19,-41,-51,-42,19
"15","2020-06-09",-48,-18,-40,-53,-43,21
"15","2020-06-10",-45,-13,-36,-52,-43,20
"15","2020-06-11",-45,-13,-37,-52,-44,21
"15","2020-06-12",-45,-9,-33,-50,-39,21
"15","2020-06-13",-46,-6,-33,-43,-12,15
"15","2020-06-14",-49,-14,-41,-44,-5,11
"15","2020-06-15",-40,-8,-32,-48,-39,18
"15","2020-06-16",-40,-6,-31,-49,-41,19
"15","2020-06-17",-41,-8,-32,-49,-41,19
"15","2020-06-18",-42,-9,-33,-51,-42,20
"15","2020-06-19",-44,-8,-31,-48,-38,19
"15","2020-06-20",-45,-4,-32,-40,-10,14
"15","2020-06-21",-48,-12,-42,-44,4,9
"15","2020-06-22",-46,-17,-38,-48,-43,19
"15","2020-06-23",-45,-15,-36,-50,-42,19
"15","2020-06-24",-43,-12,-36,-50,-41,20
"15","2020-06-25",-43,-12,-38,-51,-42,20
"15","2020-06-26",-44,-9,-33,-48,-38,20
"15","2020-06-27",-45,-6,-32,-41,-12,14
"15","2020-06-28",-48,-13,-39,-43,-2,10
"15","2020-06-29",-40,-11,-35,-46,-39,17
"15","2020-06-30",-34,0,-32,-46,-39,17
"15","2020-07-01",-34,-2,-32,-45,-40,17
"15","2020-07-02",-35,-3,-32,-46,-40,18
"15","2020-07-03",-39,-4,-30,-44,-36,18
"15","2020-07-04",-43,-5,-33,-38,-10,13
"15","2020-07-05",-45,-12,-40,-39,-3,10
"15","2020-07-06",-37,-11,-34,-43,-39,16
"15","2020-07-07",-35,-9,-32,-46,-40,17
"15","2020-07-08",-36,-11,-35,-46,-39,17
"15","2020-07-09",-37,-12,-36,-45,-40,18
"15","2020-07-10",-37,-8,-29,-43,-36,18
"15","2020-07-11",-39,-6,-31,-37,-8,12
"15","2020-07-12",-41,-14,-38,-37,-1,9
"15","2020-07-13",-35,-11,-31,-43,-38,16
"15","2020-07-14",-32,-8,-32,-45,-39,16
"15","2020-07-15",-27,-1,-29,-43,-38,16
"15","2020-07-16",-27,-1,-30,-42,-39,16
"15","2020-07-17",-33,-4,-29,-40,-35,17
"15","2020-07-18",-35,-3,-28,-32,-7,11
"15","2020-07-19",-37,-11,-36,-34,0,8
"15","2020-07-20",-32,-9,-29,-41,-37,15
"15","2020-07-21",-32,-8,-29,-44,-39,16
"27","2020-02-15",9,7,12,9,5,-2
"27","2020-02-16",9,9,11,12,3,-1
"27","2020-02-17",7,6,10,16,20,-4
"27","2020-02-18",2,3,8,15,19,-3
"27","2020-02-19",0,-1,6,14,17,-3
"27","2020-02-20",2,-1,8,12,17,-3
"27","2020-02-21",-3,-3,5,18,20,-3
"27","2020-02-22",-4,-4,-7,8,2,2
"27","2020-02-23",1,0,9,4,3,0
"27","2020-02-24",0,1,8,17,20,-4
"27","2020-02-25",-1,0,4,16,19,-2
"27","2020-02-26",-8,-10,-9,14,16,-3
"27","2020-02-27",-8,-9,-23,-1,-22,7
"27","2020-02-28",2,5,2,23,16,-2
"27","2020-02-29",6,7,7,12,6,0
"27","2020-03-01",5,8,7,12,5,-1
"27","2020-03-02",5,7,9,22,21,-5
"27","2020-03-03",1,4,4,18,20,-3
"27","2020-03-04",0,0,6,17,19,-3
"27","2020-03-05",-2,-1,-3,19,18,-2
"27","2020-03-06",-2,-1,7,20,21,-2
"27","2020-03-07",-2,-2,1,6,6,1
"27","2020-03-08",1,0,9,4,4,1
"27","2020-03-09",-3,-3,3,10,-4,2
"27","2020-03-10",0,2,7,20,20,-3
"27","2020-03-11",-4,-5,4,15,19,-3
"27","2020-03-12",1,-1,8,19,18,-3
"27","2020-03-13",8,8,15,26,8,-3
"27","2020-03-14",7,12,16,23,5,-2
"27","2020-03-15",0,8,6,2,3,-2
"27","2020-03-16",-7,4,-5,6,-49,8
"27","2020-03-17",-2,10,4,23,17,-3
"27","2020-03-18",-6,3,-4,16,8,0
"27","2020-03-19",-11,3,-7,10,6,2
"27","2020-03-20",-17,1,-11,-2,-3,5
"27","2020-03-21",-29,-6,-24,-11,-7,8
"27","2020-03-22",-42,-17,-36,-26,-14,9
"27","2020-03-23",-31,-17,-29,-24,-27,10
"27","2020-03-24",-37,-20,-34,-26,-31,13
"27","2020-03-25",-41,-27,-40,-34,-35,14
"27","2020-03-26",-42,-26,-40,-40,-36,16
"27","2020-03-27",-41,-22,-35,-40,-34,16
"27","2020-03-28",-42,-20,-38,-37,-20,13
"27","2020-03-29",-52,-27,-48,-44,-24,12
"27","2020-03-30",-37,-22,-38,-39,-39,14
"27","2020-03-31",-39,-21,-39,-38,-43,16
"27","2020-04-01",-39,-17,-39,-39,-46,16
"27","2020-04-02",-52,-24,-45,-44,-48,19
"27","2020-04-03",-60,-23,-43,-48,-45,20
"27","2020-04-04",-61,-23,-43,-42,-31,16
"27","2020-04-05",-68,-31,-51,-49,-32,14
"27","2020-04-06",-59,-25,-44,-48,-50,18
"27","2020-04-07",-60,-28,-47,-47,-53,20
"27","2020-04-08",-60,-30,-48,-50,-54,19
"27","2020-04-09",-65,-32,-50,-53,-65,23
"27","2020-04-10",-76,-45,-60,-68,-71,27
"27","2020-04-11",-70,-37,-54,-59,-49,20
"27","2020-04-12",-70,-38,-56,-55,-36,15
"27","2020-04-13",-56,-27,-45,-51,-49,18
"27","2020-04-14",-57,-26,-46,-50,-51,20
"27","2020-04-15",-54,-21,-41,-49,-50,19
"27","2020-04-16",-54,-25,-43,-51,-51,21
"27","2020-04-17",-57,-28,-45,-53,-48,22
"27","2020-04-18",-62,-32,-48,-55,-32,17
"27","2020-04-19",-67,-37,-54,-58,-30,15
"27","2020-04-20",-58,-32,-45,-56,-47,18
"27","2020-04-21",-61,-36,-51,-57,-50,20
"27","2020-04-22",-67,-45,-56,-61,-52,22
"27","2020-04-23",-69,-45,-58,-61,-54,24
"27","2020-04-24",-70,-44,-58,-65,-51,25
"27","2020-04-25",-70,-43,-59,-63,-38,21
"27","2020-04-26",-74,-48,-65,-66,-38,19
"27","2020-04-27",-67,-44,-59,-66,-52,23
"27","2020-04-28",-66,-43,-57,-62,-53,19
"27","2020-04-29",-63,-37,-53,-62,-53,22
"27","2020-04-30",-56,-27,-49,-55,-51,22
"27","2020-05-01",-68,-37,-56,-65,-63,27
"27","2020-05-02",-67,-37,-54,-62,-38,20
"27","2020-05-03",-72,-43,-62,-66,-34,18
"27","2020-05-04",-62,-35,-53,-62,-51,21
"27","2020-05-05",-67,-38,-58,-61,-57,24
"27","2020-05-06",-67,-38,-56,-63,-55,24
"27","2020-05-07",-66,-34,-57,-63,-56,25
"27","2020-05-08",-69,-33,-57,-65,-55,26
"27","2020-05-09",-90,-86,-80,-84,-65,29
"27","2020-05-10",-89,-86,-78,-85,-49,21
"27","2020-05-11",-64,-37,-56,-62,-51,22
"27","2020-05-12",-64,-38,-56,-60,-52,23
"27","2020-05-13",-64,-37,-54,-61,-52,23
"27","2020-05-14",-63,-35,-56,-61,-52,22
"27","2020-05-15",-62,-28,-51,-59,-48,23
"27","2020-05-16",-67,-36,-56,-66,-36,20
"27","2020-05-17",-74,-46,-64,-69,-33,18
"27","2020-05-18",-59,-30,-51,-56,-49,21
"27","2020-05-19",-62,-34,-53,-58,-50,22
"27","2020-05-20",-64,-38,-56,-60,-51,23
"27","2020-05-21",-64,-34,-54,-58,-51,24
"27","2020-05-22",-65,-30,-53,-60,-47,23
"27","2020-05-23",-76,-58,-67,-79,-43,23
"27","2020-05-24",-80,-64,-69,-79,-39,20
"27","2020-05-25",-61,-31,-52,-55,-48,21
"27","2020-05-26",-63,-35,-55,-59,-49,22
"27","2020-05-27",-62,-35,-54,-60,-49,22
"27","2020-05-28",-61,-29,-53,-58,-49,22
"27","2020-05-29",-60,-19,-47,-57,-45,21
"27","2020-05-30",-87,-79,-74,-79,-51,25
"27","2020-05-31",-87,-81,-74,-79,-42,20
"27","2020-06-01",-55,-20,-48,-51,-45,19
"27","2020-06-02",-61,-30,-56,-57,-49,22
"27","2020-06-03",-66,-41,-61,-63,-51,24
"27","2020-06-04",-62,-33,-54,-57,-48,23
"27","2020-06-05",-62,-30,-52,-58,-43,23
"27","2020-06-06",-66,-38,-55,-62,-28,19
"27","2020-06-07",-72,-44,-60,-63,-23,17
"27","2020-06-08",-55,-26,-44,-46,-41,18
"27","2020-06-09",-57,-30,-48,-51,-44,19
"27","2020-06-10",-56,-29,-48,-51,-44,19
"27","2020-06-11",-57,-27,-49,-49,-44,20
"27","2020-06-12",-56,-23,-45,-49,-39,20
"27","2020-06-13",-58,-21,-46,-51,-21,16
"27","2020-06-14",-65,-29,-54,-57,-16,15
"27","2020-06-15",-49,-18,-40,-42,-39,17
"27","2020-06-16",-50,-18,-40,-43,-40,19
"27","2020-06-17",-53,-24,-44,-48,-41,19
"27","2020-06-18",-53,-22,-46,-48,-42,20
"27","2020-06-19",-55,-23,-45,-48,-38,19
"27","2020-06-20",-58,-24,-45,-50,-19,16
"27","2020-06-21",-67,-34,-53,-56,-7,13
"27","2020-06-22",-52,-25,-43,-45,-40,17
"27","2020-06-23",-53,-26,-45,-46,-42,19
"27","2020-06-24",-54,-27,-47,-48,-41,19
"27","2020-06-25",-53,-25,-44,-46,-41,20
"27","2020-06-26",-54,-22,-42,-46,-38,19
"27","2020-06-27",-55,-21,-42,-48,-19,15
"27","2020-06-28",-63,-29,-50,-53,-13,14
"27","2020-06-29",-48,-18,-40,-41,-38,16
"27","2020-06-30",-46,-12,-38,-40,-39,17
"27","2020-07-01",-48,-17,-40,-41,-39,17
"27","2020-07-02",-48,-17,-40,-44,-40,18
"27","2020-07-03",-51,-17,-40,-43,-37,19
"27","2020-07-04",-54,-18,-41,-47,-18,15
"27","2020-07-05",-61,-27,-49,-50,-13,14
"27","2020-07-06",-48,-18,-38,-40,-39,17
"27","2020-07-07",-51,-21,-41,-41,-41,18
"27","2020-07-08",-51,-22,-41,-45,-41,18
"27","2020-07-09",-52,-22,-43,-46,-42,19
"27","2020-07-10",-53,-21,-43,-47,-38,19
"27","2020-07-11",-54,-19,-41,-47,-18,15
"27","2020-07-12",-61,-28,-49,-52,-15,14
"27","2020-07-13",-48,-18,-39,-41,-40,17
"27","2020-07-14",-47,-16,-38,-43,-41,18
"27","2020-07-15",-46,-15,-38,-42,-40,17
"27","2020-07-16",-46,-14,-38,-44,-41,18
"27","2020-07-17",-49,-15,-39,-42,-37,19
"27","2020-07-18",-52,-16,-41,-43,-18,15
"27","2020-07-19",-59,-24,-48,-49,-14,14
"27","2020-07-20",-45,-15,-38,-39,-39,16
"27","2020-07-21",-49,-21,-42,-42,-42,18
"28","2020-02-15",7,6,8,0,4,-1
"28","2020-02-16",8,5,10,7,3,-1
"28","2020-02-17",3,3,5,3,9,-2
"28","2020-02-18",-1,-1,3,-1,8,-2
"28","2020-02-19",0,-2,-5,-4,7,-1
"28","2020-02-20",-5,-3,-15,-1,6,0
"28","2020-02-21",-2,-2,-7,-4,10,0
"28","2020-02-22",0,1,14,-3,4,0
"28","2020-02-23",3,1,11,0,4,0
"28","2020-02-24",-1,0,4,-2,10,-2
"28","2020-02-25",-3,-2,2,-3,9,-2
"28","2020-02-26",-5,-6,-12,-6,5,0
"28","2020-02-27",1,1,-4,-3,6,0
"28","2020-02-28",9,11,9,2,13,-3
"28","2020-02-29",8,10,7,2,6,-1
"28","2020-03-01",10,10,12,6,5,-1
"28","2020-03-02",5,7,5,-1,11,-3
"28","2020-03-03",3,4,4,-1,8,-2
"28","2020-03-04",5,4,8,1,8,-2
"28","2020-03-05",4,4,3,1,8,-2
"28","2020-03-06",3,3,8,0,14,-3
"28","2020-03-07",4,4,9,3,6,-1
"28","2020-03-08",5,3,15,-1,4,-1
"28","2020-03-09",-3,-2,1,-2,-10,3
"28","2020-03-10",-1,1,0,1,8,-2
"28","2020-03-11",1,1,7,1,8,-2
"28","2020-03-12",4,8,10,3,7,-3
"28","2020-03-13",7,14,14,8,6,-3
"28","2020-03-14",6,14,11,8,3,-3
"28","2020-03-15",2,10,11,-4,2,-2
"28","2020-03-16",-3,14,-5,-2,-51,10
"28","2020-03-17",-9,8,-17,-2,-15,4
"28","2020-03-18",-14,2,-17,-10,-19,7
"28","2020-03-19",-20,-1,-27,-18,-22,8
"28","2020-03-20",-24,-2,-25,-26,-18,9
"28","2020-03-21",-34,-6,-42,-30,-9,8
"28","2020-03-22",-41,-16,-51,-39,-12,8
"28","2020-03-23",-30,-13,-39,-35,-27,10
"28","2020-03-24",-34,-15,-39,-38,-31,12
"28","2020-03-25",-35,-18,-42,-40,-34,14
"28","2020-03-26",-34,-16,-41,-42,-36,14
"28","2020-03-27",-34,-14,-40,-49,-32,15
"28","2020-03-28",-38,-14,-44,-46,-18,11
"28","2020-03-29",-46,-21,-56,-53,-20,11
"28","2020-03-30",-32,-15,-44,-44,-36,13
"28","2020-03-31",-31,-14,-43,-42,-38,14
"28","2020-04-01",-31,-10,-40,-44,-40,15
"28","2020-04-02",-40,-6,-38,-45,-42,16
"28","2020-04-03",-49,-8,-38,-49,-39,17
"28","2020-04-04",-55,-13,-50,-51,-26,14
"28","2020-04-05",-62,-22,-58,-55,-27,13
"28","2020-04-06",-50,-16,-46,-49,-45,17
"28","2020-04-07",-50,-19,-49,-48,-48,19
"28","2020-04-08",-49,-14,-48,-48,-49,19
"28","2020-04-09",-54,-16,-50,-54,-61,23
"28","2020-04-10",-64,-24,-57,-66,-67,28
"28","2020-04-11",-63,-23,-58,-61,-46,18
"28","2020-04-12",-66,-29,-63,-59,-31,12
"28","2020-04-13",-50,-20,-51,-51,-48,18
"28","2020-04-14",-51,-18,-52,-48,-48,20
"28","2020-04-15",-47,-12,-48,-48,-48,20
"28","2020-04-16",-48,-12,-48,-49,-49,21
"28","2020-04-17",-50,-13,-48,-54,-44,22
"28","2020-04-18",-57,-21,-54,-53,-28,15
"28","2020-04-19",-62,-28,-62,-57,-25,13
"28","2020-04-20",-51,-21,-49,-51,-45,18
"28","2020-04-21",-53,-25,-53,-50,-47,20
"28","2020-04-22",-53,-23,-51,-50,-47,20
"28","2020-04-23",-53,-21,-51,-53,-48,21
"28","2020-04-24",-56,-22,-53,-57,-44,22
"28","2020-04-25",-59,-23,-56,-55,-28,16
"28","2020-04-26",-63,-30,-63,-60,-26,14
"28","2020-04-27",-55,-26,-52,-55,-46,20
"28","2020-04-28",-54,-24,-52,-51,-47,15
"28","2020-04-29",-50,-17,-50,-50,-47,20
"28","2020-04-30",-36,1,-40,-47,-45,18
"28","2020-05-01",-53,-14,-48,-60,-59,25
"28","2020-05-02",-53,-14,-51,-55,-30,15
"28","2020-05-03",-60,-27,-61,-62,-24,13
"28","2020-05-04",-47,-16,-45,-52,-43,17
"28","2020-05-05",-48,-18,-47,-50,-46,19
"28","2020-05-06",-49,-18,-46,-49,-44,19
"28","2020-05-07",-47,-11,-43,-49,-44,19
"28","2020-05-08",-47,-8,-42,-53,-39,19
"28","2020-05-09",-47,-3,-45,-47,-22,13
"28","2020-05-10",-55,-14,-55,-58,-8,8
"28","2020-05-11",-49,-19,-48,-53,-41,17
"28","2020-05-12",-48,-17,-44,-49,-42,18
"28","2020-05-13",-45,-14,-42,-49,-42,19
"28","2020-05-14",-44,-11,-40,-50,-42,19
"28","2020-05-15",-42,-4,-35,-51,-37,18
"28","2020-05-16",-47,-8,-44,-51,-21,13
"28","2020-05-17",-55,-19,-54,-58,-16,12
"28","2020-05-18",-42,-12,-39,-48,-38,16
"28","2020-05-19",-44,-14,-42,-49,-40,17
"28","2020-05-20",-44,-13,-41,-48,-40,18
"28","2020-05-21",-45,-15,-40,-49,-42,17
"28","2020-05-22",-45,-10,-38,-51,-35,16
"28","2020-05-23",-47,-8,-42,-46,-16,11
"28","2020-05-24",-55,-20,-52,-57,-14,11
"28","2020-05-25",-43,-12,-39,-47,-38,16
"28","2020-05-26",-46,-17,-42,-49,-38,17
"28","2020-05-27",-43,-14,-39,-48,-37,17
"28","2020-05-28",-42,-11,-40,-48,-37,17
"28","2020-05-29",-42,-6,-45,-52,-33,18
"28","2020-05-30",-44,-3,-42,-46,-10,11
"28","2020-05-31",-53,-15,-54,-54,-7,11
"28","2020-06-01",-37,-7,-40,-43,-31,13
