"ENTIDAD","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"1","2020-02-15",7,6,6,-14,4,-2
"1","2020-02-16",9,7,5,1,1,-1
"1","2020-02-17",1,2,0,-5,12,-2
"1","2020-02-18",0,-3,3,-4,10,-2
"1","2020-02-19",-1,-2,-2,-2,9,-1
"1","2020-02-20",-1,-2,2,0,9,-2
"1","2020-02-21",-2,-1,1,-8,11,-2
"1","2020-02-22",0,1,4,-16,4,-1
"1","2020-02-23",0,1,3,-6,0,-1
"1","2020-02-24",-4,-3,-2,-4,13,-2
"1","2020-02-25",-4,-6,-1,-7,10,-2
"1","2020-02-26",-7,-5,1,-4,10,-1
"1","2020-02-27",0,0,9,0,10,-2
"1","2020-02-28",1,9,20,-7,10,-2
"1","2020-02-29",10,13,39,-12,6,-2
"1","2020-03-01",9,10,18,-2,2,-2
"1","2020-03-02",0,5,1,-7,13,-2
"1","2020-03-03",-1,-1,-1,-11,10,-1
"1","2020-03-04",-1,1,-4,-6,10,-1
"1","2020-03-05",0,1,2,-5,10,-2
"1","2020-03-06",-5,0,-1,-10,13,-2
"1","2020-03-07",1,2,7,-18,6,-1
"1","2020-03-08",7,2,9,-10,3,-1
"1","2020-03-09",-12,-10,-11,-10,-13,6
"1","2020-03-10",-2,-2,2,-2,9,-2
"1","2020-03-11",-1,-1,-1,1,9,-1
"1","2020-03-12",1,2,6,3,8,-2
"1","2020-03-13",1,9,0,8,3,-1
"1","2020-03-14",4,13,7,-4,2,-2
"1","2020-03-15",-2,8,-3,-21,-1,-2
"1","2020-03-16",-13,5,-12,10,-61,15
"1","2020-03-17",-8,3,-6,1,-3,3
"1","2020-03-18",-17,2,-16,-14,-10,7
"1","2020-03-19",-24,1,-14,-21,-15,8
"1","2020-03-20",-34,-1,-20,-35,-16,11
"1","2020-03-21",-37,-5,-21,-42,-9,10
"1","2020-03-22",-46,-16,-28,-50,-15,9
"1","2020-03-23",-36,-16,-27,-42,-28,13
"1","2020-03-24",-39,-18,-29,-43,-33,15
"1","2020-03-25",-42,-18,-35,-48,-36,17
"1","2020-03-26",-42,-16,-31,-49,-38,18
"1","2020-03-27",-45,-12,-31,-55,-37,20
"1","2020-03-28",-43,-10,-28,-57,-21,14
"1","2020-03-29",-51,-19,-37,-62,-24,12
"1","2020-03-30",-40,-17,-34,-55,-41,18
"1","2020-03-31",-40,-18,-36,-53,-44,19
"1","2020-04-01",-43,-16,-38,-53,-46,21
"1","2020-04-02",-50,-12,-35,-55,-49,22
"1","2020-04-03",-60,-6,-35,-61,-47,24
"1","2020-04-04",-59,-6,-32,-61,-29,16
"1","2020-04-05",-66,-18,-40,-68,-29,14
"1","2020-04-06",-56,-12,-32,-60,-51,21
"1","2020-04-07",-55,-12,-30,-59,-53,22
"1","2020-04-08",-53,-4,-33,-54,-53,22
"1","2020-04-09",-62,-6,-35,-60,-66,25
"1","2020-04-10",-79,-27,-53,-77,-77,31
"1","2020-04-11",-66,-17,-38,-74,-49,19
"1","2020-04-12",-68,-23,-46,-70,-31,14
"1","2020-04-13",-55,-11,-33,-60,-48,21
"1","2020-04-14",-53,-10,-31,-61,-50,22
"1","2020-04-15",-51,-2,-32,-57,-50,22
"1","2020-04-16",-51,-6,-32,-60,-50,22
"1","2020-04-17",-54,-7,-32,-66,-47,24
"1","2020-04-18",-58,-17,-32,-67,-27,15
"1","2020-04-19",-64,-26,-42,-70,-24,13
"1","2020-04-20",-55,-22,-35,-63,-47,21
"1","2020-04-21",-57,-26,-41,-63,-50,22
"1","2020-04-22",-58,-25,-44,-65,-50,23
"1","2020-04-23",-59,-24,-41,-65,-50,23
"1","2020-04-24",-61,-22,-42,-70,-47,25
"1","2020-04-25",-60,-21,-39,-69,-29,16
"1","2020-04-26",-67,-30,-49,-74,-26,13
"1","2020-04-27",-57,-26,-41,-65,-48,22
"1","2020-04-28",-56,-24,-38,-64,-50,17
"1","2020-04-29",-54,-18,-40,-61,-49,23
"1","2020-04-30",-47,-5,-37,-57,-48,20
"1","2020-05-01",-64,-17,-43,-71,-66,29
"1","2020-05-02",-58,-16,-36,-70,-32,16
"1","2020-05-03",-65,-28,-46,-71,-22,13
"1","2020-05-04",-53,-20,-40,-64,-46,21
"1","2020-05-05",-53,-21,-39,-62,-49,22
"1","2020-05-06",-54,-19,-41,-61,-48,22
"1","2020-05-07",-54,-17,-37,-60,-48,22
"1","2020-05-08",-56,-16,-41,-68,-45,25
"1","2020-05-09",-52,-5,-28,-66,-23,14
"1","2020-05-10",-58,-15,-38,-72,-4,7
"1","2020-05-11",-54,-21,-37,-63,-45,20
"1","2020-05-12",-52,-21,-37,-61,-46,21
"1","2020-05-13",-50,-18,-37,-62,-46,22
"1","2020-05-14",-48,-12,-32,-59,-46,21
"1","2020-05-15",-48,-5,-29,-65,-42,21
"1","2020-05-16",-49,-6,-27,-66,-21,13
"1","2020-05-17",-58,-17,-37,-67,-13,11
"1","2020-05-18",-47,-14,-30,-62,-41,19
"1","2020-05-19",-48,-17,-29,-59,-43,20
"1","2020-05-20",-48,-14,-32,-58,-43,21
"1","2020-05-21",-48,-13,-30,-59,-43,21
"1","2020-05-22",-50,-11,-29,-64,-38,21
"1","2020-05-23",-49,-8,-24,-66,-16,12
"1","2020-05-24",-56,-17,-29,-65,-9,10
"1","2020-05-25",-47,-16,-29,-59,-38,18
"1","2020-05-26",-47,-18,-32,-55,-38,18
"1","2020-05-27",-47,-16,-33,-58,-38,19
"1","2020-05-28",-46,-13,-28,-55,-38,19
"1","2020-05-29",-45,-3,-28,-58,-34,19
"1","2020-05-30",-43,-2,-23,-62,-10,10
"1","2020-05-31",-50,-9,-24,-60,1,8
"1","2020-06-01",-41,-8,-27,-53,-30,15
"1","2020-06-02",-42,-14,-28,-53,-33,16
"1","2020-06-03",-43,-12,-29,-50,-33,16
"1","2020-06-04",-43,-11,-25,-50,-33,16
"1","2020-06-05",-44,-6,-25,-57,-30,17
"1","2020-06-06",-44,-4,-21,-59,-8,9
"1","2020-06-07",-49,-12,-26,-60,-1,8
"1","2020-06-08",-43,-13,-27,-52,-29,15
"1","2020-06-09",-44,-18,-34,-54,-32,15
"1","2020-06-10",-41,-12,-28,-50,-31,15
"1","2020-06-11",-40,-11,-25,-51,-31,16
"1","2020-06-12",-40,-3,-25,-56,-28,16
"1","2020-06-13",-38,-1,-16,-59,-5,8
"1","2020-06-14",-43,-8,-21,-58,6,7
"1","2020-06-15",-35,-3,-22,-49,-28,13
"1","2020-06-16",-34,-6,-21,-51,-30,14
"1","2020-06-17",-35,-6,-24,-49,-30,15
"1","2020-06-18",-36,-7,-24,-47,-31,15
"1","2020-06-19",-37,-1,-21,-51,-27,13
"1","2020-06-20",-35,4,-14,-54,-3,7
"1","2020-06-21",-42,-6,-25,-56,18,3
"1","2020-06-22",-38,-11,-27,-50,-31,14
"1","2020-06-23",-36,-11,-21,-50,-32,14
"1","2020-06-24",-37,-8,-22,-49,-31,15
"1","2020-06-25",-37,-9,-20,-48,-31,15
"1","2020-06-26",-39,-3,-28,-54,-30,16
"1","2020-06-27",-37,-1,-18,-57,-7,8
"1","2020-06-28",-42,-11,-26,-56,6,7
"1","2020-06-29",-33,-5,-26,-50,-28,13
"1","2020-06-30",-30,-4,-26,-48,-30,13
"1","2020-07-01",-29,-1,-25,-42,-30,13
"1","2020-07-02",-30,-1,-20,-41,-30,13
"1","2020-07-03",-33,2,-18,-44,-27,13
"1","2020-07-04",-32,1,-14,-51,-5,6
"1","2020-07-05",-37,-6,-19,-52,5,4
"1","2020-07-06",-33,-7,-24,-43,-29,12
"1","2020-07-07",-32,-8,-22,-43,-31,12
"1","2020-07-08",-32,-6,-25,-42,-30,13
"1","2020-07-09",-34,-9,-28,-40,-31,13
"1","2020-07-10",-34,-2,-21,-47,-28,13
"1","2020-07-11",-33,0,-12,-51,-5,6
"1","2020-07-12",-38,-9,-19,-52,3,4
"1","2020-07-13",-32,-6,-20,-43,-31,12
"1","2020-07-14",-28,-5,-20,-43,-32,13
"1","2020-07-15",-25,4,-22,-38,-30,13
"1","2020-07-16",-26,2,-18,-38,-31,12
"1","2020-07-17",-30,2,-20,-44,-29,13
"1","2020-07-18",-30,2,-16,-50,-7,6
"1","2020-07-19",-35,-7,-21,-47,2,4
"1","2020-07-20",-30,-4,-21,-41,-29,11
"1","2020-07-21",-29,-8,-20,-42,-31,12
"2","2020-02-15",7,4,8,8,3,-1
"2","2020-02-16",11,5,10,5,1,-1
"2","2020-02-17",7,5,7,3,9,-2
"2","2020-02-18",0,1,9,3,10,-2
"2","2020-02-19",1,0,2,1,8,-2
"2","2020-02-20",0,0,3,-1,8,-2
"2","2020-02-21",3,4,11,3,10,-3
"2","2020-02-22",-2,-3,2,-2,1,2
"2","2020-02-23",4,2,10,0,2,0
"2","2020-02-24",-1,1,6,-2,12,-2
"2","2020-02-25",-1,1,20,-2,10,-2
"2","2020-02-26",0,0,3,-1,9,-2
"2","2020-02-27",2,2,3,0,9,-2
"2","2020-02-28",6,8,10,6,11,-3
"2","2020-02-29",5,7,8,6,5,-2
"2","2020-03-01",3,3,-10,-4,2,1
"2","2020-03-02",-2,0,-10,-10,9,0
"2","2020-03-03",5,7,9,-3,12,-3
"2","2020-03-04",4,6,5,-3,11,-2
"2","2020-03-05",4,5,7,-3,10,-3
"2","2020-03-06",3,6,12,4,9,-3
"2","2020-03-07",2,4,7,-1,5,-1
"2","2020-03-08",6,3,6,-2,4,0
"2","2020-03-09",-7,-2,-7,-6,-9,4
"2","2020-03-10",-13,-9,-31,-8,-6,6
"2","2020-03-11",2,5,-5,0,9,-1
"2","2020-03-12",-3,3,-22,-3,4,2
"2","2020-03-13",1,8,-12,2,5,1
"2","2020-03-14",0,9,-5,-7,3,1
"2","2020-03-15",-1,6,-2,-8,3,1
"2","2020-03-16",-11,5,-3,-16,-49,13
"2","2020-03-17",-3,14,-5,-2,5,0
"2","2020-03-18",-20,1,-35,-15,-14,10
"2","2020-03-19",-21,0,-27,-24,-16,10
"2","2020-03-20",-23,4,-22,-27,-14,10
"2","2020-03-21",-31,-6,-31,-35,-7,10
"2","2020-03-22",-37,-13,-38,-40,-11,9
"2","2020-03-23",-31,-13,-31,-38,-21,12
"2","2020-03-24",-33,-11,-27,-43,-24,13
"2","2020-03-25",-36,-14,-36,-45,-28,15
"2","2020-03-26",-38,-15,-38,-45,-30,16
"2","2020-03-27",-37,-9,-32,-50,-29,16
"2","2020-03-28",-40,-12,-39,-52,-20,14
"2","2020-03-29",-44,-17,-45,-56,-23,13
"2","2020-03-30",-34,-8,-30,-47,-30,14
"2","2020-03-31",-43,-17,-38,-48,-35,17
"2","2020-04-01",-42,-14,-38,-49,-37,18
"2","2020-04-02",-51,-8,-39,-50,-39,18
"2","2020-04-03",-58,-1,-34,-51,-37,19
"2","2020-04-04",-61,-7,-45,-54,-29,17
"2","2020-04-05",-65,-15,-52,-55,-31,15
"2","2020-04-06",-59,-12,-40,-55,-42,19
"2","2020-04-07",-61,-18,-46,-58,-45,21
"2","2020-04-08",-59,-14,-47,-58,-48,22
"2","2020-04-09",-61,-11,-45,-61,-56,24
"2","2020-04-10",-76,-33,-64,-74,-70,34
"2","2020-04-11",-66,-17,-54,-67,-49,22
"2","2020-04-12",-69,-25,-59,-64,-38,17
"2","2020-04-13",-60,-17,-44,-60,-48,22
"2","2020-04-14",-59,-14,-39,-60,-50,23
"2","2020-04-15",-56,-13,-41,-60,-51,23
"2","2020-04-16",-55,-13,-39,-62,-52,24
"2","2020-04-17",-58,-12,-42,-63,-52,26
"2","2020-04-18",-63,-23,-52,-65,-39,20
"2","2020-04-19",-66,-30,-59,-64,-36,17
"2","2020-04-20",-58,-22,-42,-60,-51,23
"2","2020-04-21",-60,-24,-46,-63,-53,24
"2","2020-04-22",-59,-21,-44,-63,-53,24
"2","2020-04-23",-59,-20,-43,-62,-54,24
"2","2020-04-24",-59,-16,-41,-61,-51,25
"2","2020-04-25",-62,-20,-49,-66,-39,20
"2","2020-04-26",-65,-26,-56,-65,-36,16
"2","2020-04-27",-57,-20,-41,-61,-49,23
"2","2020-04-28",-58,-21,-39,-64,-51,15
"2","2020-04-29",-56,-18,-42,-63,-52,23
"2","2020-04-30",-48,-6,-35,-56,-51,21
"2","2020-05-01",-61,-15,-39,-67,-64,28
"2","2020-05-02",-60,-18,-46,-63,-39,19
"2","2020-05-03",-63,-25,-54,-65,-31,16
"2","2020-05-04",-54,-16,-34,-58,-45,20
"2","2020-05-05",-54,-16,-33,-61,-46,21
"2","2020-05-06",-54,-15,-37,-60,-45,21
"2","2020-05-07",-53,-12,-34,-58,-46,21
"2","2020-05-08",-52,-9,-31,-58,-43,22
"2","2020-05-09",-52,-8,-40,-60,-30,17
"2","2020-05-10",-55,-14,-48,-64,-19,12
"2","2020-05-11",-53,-16,-34,-57,-41,19
"2","2020-05-12",-52,-14,-33,-58,-42,20
"2","2020-05-13",-52,-15,-35,-61,-42,21
"2","2020-05-14",-51,-14,-35,-58,-43,20
"2","2020-05-15",-50,-8,-31,-55,-41,21
"2","2020-05-16",-53,-12,-41,-58,-28,17
"2","2020-05-17",-57,-18,-49,-60,-23,14
"2","2020-05-18",-50,-13,-34,-56,-38,18
"2","2020-05-19",-50,-13,-35,-56,-39,19
"2","2020-05-20",-49,-11,-37,-55,-40,19
"2","2020-05-21",-49,-10,-36,-55,-40,20
"2","2020-05-22",-51,-8,-36,-54,-37,20
"2","2020-05-23",-52,-10,-45,-56,-24,16
"2","2020-05-24",-56,-16,-50,-58,-22,14
"2","2020-05-25",-48,-10,-36,-53,-39,19
"2","2020-05-26",-51,-13,-37,-54,-37,18
"2","2020-05-27",-51,-14,-40,-56,-38,19
"2","2020-05-28",-49,-11,-40,-54,-38,19
"2","2020-05-29",-49,-5,-36,-53,-36,20
"2","2020-05-30",-50,-6,-44,-50,-19,14
"2","2020-05-31",-54,-12,-48,-54,-16,13
"2","2020-06-01",-47,-9,-36,-43,-32,16
"2","2020-06-02",-47,-9,-35,-43,-34,17
"2","2020-06-03",-47,-9,-37,-44,-35,18
"2","2020-06-04",-46,-8,-36,-44,-35,18
"2","2020-06-05",-46,-4,-33,-44,-33,18
"2","2020-06-06",-48,-6,-42,-43,-18,14
"2","2020-06-07",-51,-11,-44,-45,-16,12
"2","2020-06-08",-45,-9,-33,-44,-30,15
"2","2020-06-09",-47,-10,-33,-45,-32,16
"2","2020-06-10",-45,-8,-34,-45,-33,17
"2","2020-06-11",-44,-7,-31,-45,-33,17
"2","2020-06-12",-44,-1,-29,-41,-31,17
"2","2020-06-13",-45,-3,-34,-42,-15,12
"2","2020-06-14",-48,-9,-38,-40,-12,11
"2","2020-06-15",-41,-6,-29,-40,-29,14
"2","2020-06-16",-41,-5,-27,-38,-30,15
"2","2020-06-17",-40,-6,-28,-40,-31,16
"2","2020-06-18",-40,-4,-27,-39,-32,15
"2","2020-06-19",-40,2,-23,-35,-29,14
"2","2020-06-20",-41,2,-33,-33,-12,11
"2","2020-06-21",-48,-6,-39,-42,-4,8
"2","2020-06-22",-42,-8,-28,-37,-31,14
"2","2020-06-23",-41,-6,-26,-39,-31,15
"2","2020-06-24",-41,-7,-27,-39,-31,15
"2","2020-06-25",-40,-6,-25,-40,-31,15
"2","2020-06-26",-41,-1,-23,-38,-29,15
"2","2020-06-27",-43,-4,-30,-34,-14,11
"2","2020-06-28",-46,-10,-33,-37,-9,10
"2","2020-06-29",-39,-7,-28,-41,-29,14
"2","2020-06-30",-36,-3,-22,-40,-29,13
"2","2020-07-01",-35,-4,-24,-36,-31,14
"2","2020-07-02",-35,-2,-20,-30,-31,14
"2","2020-07-03",-35,5,-18,-26,-30,14
"2","2020-07-04",-41,-3,-30,-32,-14,11
"2","2020-07-05",-45,-9,-34,-35,-10,9
"2","2020-07-06",-38,-5,-23,-35,-30,13
"2","2020-07-07",-37,-4,-21,-37,-31,13
"2","2020-07-08",-37,-6,-22,-38,-30,14
"2","2020-07-09",-37,-4,-21,-36,-31,14
"2","2020-07-10",-38,0,-19,-35,-29,14
"2","2020-07-11",-40,-2,-28,-33,-13,10
"2","2020-07-12",-43,-9,-32,-33,-11,9
"2","2020-07-13",-37,-6,-22,-38,-29,12
"2","2020-07-14",-36,-4,-20,-38,-30,13
"2","2020-07-15",-32,-1,-20,-38,-30,13
"2","2020-07-16",-33,-1,-21,-36,-30,13
"2","2020-07-17",-35,2,-19,-36,-29,13
"2","2020-07-18",-37,0,-25,-31,-12,9
"2","2020-07-19",-40,-6,-26,-33,-10,8
"2","2020-07-20",-34,-4,-20,-37,-29,12
"2","2020-07-21",-34,-3,-18,-39,-30,13
"3","2020-02-15",11,10,2,2,3,-1
"3","2020-02-16",8,9,0,2,1,-1
"3","2020-02-17",4,5,-3,3,12,-2
"3","2020-02-18",3,3,-2,4,11,-2
"3","2020-02-19",2,3,-1,6,10,-2
"3","2020-02-20",3,2,5,8,11,-2
"3","2020-02-21",3,2,7,8,13,-2
"3","2020-02-22",8,5,14,8,3,-1
"3","2020-02-23",10,6,16,6,0,-1
"3","2020-02-24",4,1,1,3,12,-2
"3","2020-02-25",3,1,5,13,9,-2
"3","2020-02-26",1,1,1,8,8,-1
"3","2020-02-27",0,2,-4,5,9,0
"3","2020-02-28",7,8,2,4,14,-3
"3","2020-02-29",9,12,9,4,5,-1
"3","2020-03-01",10,11,13,0,1,-1
"3","2020-03-02",4,7,-7,0,12,-2
"3","2020-03-03",3,5,-6,3,11,-1
"3","2020-03-04",1,4,-4,2,11,-1
"3","2020-03-05",0,4,-3,-1,12,-1
"3","2020-03-06",1,3,1,3,16,-2
"3","2020-03-07",3,5,7,6,5,0
"3","2020-03-08",4,4,12,-2,1,0
"3","2020-03-09",-8,-3,-6,4,-10,5
"3","2020-03-10",-1,2,1,5,11,-2
"3","2020-03-11",0,3,-3,6,10,-2
"3","2020-03-12",1,6,0,0,10,-1
"3","2020-03-13",4,10,5,3,11,-1
"3","2020-03-14",8,17,8,2,4,-2
"3","2020-03-15",4,13,7,-6,1,-1
"3","2020-03-16",-8,7,-2,-8,-42,9
"3","2020-03-17",-6,8,-15,-1,8,-1
"3","2020-03-18",-9,7,-17,-6,2,3
"3","2020-03-19",-13,7,-15,-20,1,4
"3","2020-03-20",-18,2,-16,-19,-5,7
"3","2020-03-21",-26,2,-25,-20,-9,8
"3","2020-03-22",-39,-8,-30,-37,-17,10
"3","2020-03-23",-34,-11,-36,-39,-25,13
"3","2020-03-24",-38,-15,-39,-40,-31,14
"3","2020-03-25",-41,-17,-38,-47,-34,15
"3","2020-03-26",-42,-16,-42,-54,-35,17
"3","2020-03-27",-44,-16,-39,-54,-33,18
"3","2020-03-28",-45,-15,-40,-59,-28,16
"3","2020-03-29",-53,-21,-45,-63,-35,15
"3","2020-03-30",-42,-17,-45,-56,-38,17
"3","2020-03-31",-39,-13,-46,-56,-41,17
"3","2020-04-01",-45,-13,-49,-60,-46,19
"3","2020-04-02",-55,-13,-53,-59,-48,21
"3","2020-04-03",-62,-13,-51,-59,-46,22
"3","2020-04-04",-64,-15,-55,-65,-41,20
"3","2020-04-05",-71,-23,-59,-69,-44,17
"3","2020-04-06",-66,-25,-63,-67,-57,24
"3","2020-04-07",-66,-29,-60,-64,-59,24
"3","2020-04-08",-67,-30,-62,-67,-61,25
"3","2020-04-09",-73,-32,-67,-70,-67,29
"3","2020-04-10",-77,-38,-66,-78,-71,32
"3","2020-04-11",-76,-37,-67,-78,-61,26
"3","2020-04-12",-78,-41,-69,-75,-50,20
"3","2020-04-13",-69,-34,-66,-74,-59,27
"3","2020-04-14",-68,-32,-65,-71,-60,26
"3","2020-04-15",-64,-24,-61,-69,-59,25
"3","2020-04-16",-66,-25,-64,-74,-59,27
"3","2020-04-17",-68,-27,-63,-72,-57,28
"3","2020-04-18",-71,-36,-65,-78,-49,24
"3","2020-04-19",-76,-42,-69,-79,-46,19
"3","2020-04-20",-68,-38,-66,-74,-56,26
"3","2020-04-21",-70,-40,-68,-72,-58,26
"3","2020-04-22",-70,-39,-68,-72,-58,27
"3","2020-04-23",-72,-40,-69,-75,-58,28
"3","2020-04-24",-71,-38,-67,-75,-55,28
"3","2020-04-25",-74,-40,-69,-80,-50,25
"3","2020-04-26",-79,-46,-72,-81,-47,21
"3","2020-04-27",-71,-42,-70,-76,-56,27
"3","2020-04-28",-70,-39,-68,-74,-57,20
"3","2020-04-29",-68,-33,-66,-72,-57,26
"3","2020-04-30",-60,-20,-64,-70,-55,24
"3","2020-05-01",-70,-31,-65,-76,-63,29
"3","2020-05-02",-69,-31,-64,-77,-48,23
"3","2020-05-03",-75,-39,-69,-78,-43,19
"3","2020-05-04",-66,-36,-66,-76,-53,25
"3","2020-05-05",-68,-36,-67,-69,-57,26
"3","2020-05-06",-67,-35,-64,-71,-55,25
"3","2020-05-07",-67,-33,-65,-71,-55,27
"3","2020-05-08",-66,-31,-63,-73,-51,27
"3","2020-05-09",-66,-26,-63,-76,-43,22
"3","2020-05-10",-71,-32,-64,-78,-33,15
"3","2020-05-11",-68,-39,-68,-74,-52,25
"3","2020-05-12",-67,-36,-65,-72,-53,25
"3","2020-05-13",-66,-34,-63,-72,-53,25
"3","2020-05-14",-65,-32,-64,-71,-52,26
"3","2020-05-15",-62,-23,-58,-71,-48,25
"3","2020-05-16",-64,-23,-60,-74,-41,21
"3","2020-05-17",-71,-33,-64,-74,-37,17
"3","2020-05-18",-62,-30,-61,-71,-48,23
"3","2020-05-19",-63,-31,-61,-68,-50,24
"3","2020-05-20",-63,-30,-57,-69,-50,24
"3","2020-05-21",-64,-31,-60,-70,-50,25
"3","2020-05-22",-64,-29,-61,-70,-46,25
"3","2020-05-23",-65,-26,-59,-74,-37,20
"3","2020-05-24",-71,-34,-62,-72,-35,17
"3","2020-05-25",-62,-31,-64,-72,-47,23
"3","2020-05-26",-63,-32,-62,-69,-47,23
"3","2020-05-27",-63,-31,-59,-68,-47,23
"3","2020-05-28",-63,-30,-61,-69,-47,24
"3","2020-05-29",-59,-21,-56,-67,-42,23
"3","2020-05-30",-59,-17,-56,-72,-31,17
"3","2020-05-31",-66,-25,-58,-68,-27,14
"3","2020-06-01",-55,-21,-58,-62,-38,18
"3","2020-06-02",-56,-23,-55,-62,-40,18
"3","2020-06-03",-57,-23,-52,-57,-40,18
"3","2020-06-04",-58,-24,-55,-61,-41,19
"3","2020-06-05",-58,-24,-51,-58,-37,18
"3","2020-06-06",-59,-21,-52,-65,-29,14
"3","2020-06-07",-66,-28,-55,-68,-29,12
"3","2020-06-08",-58,-26,-56,-59,-36,17
"3","2020-06-09",-58,-27,-55,-62,-39,17
"3","2020-06-10",-56,-26,-49,-58,-38,17
"3","2020-06-11",-57,-27,-53,-62,-39,18
"3","2020-06-12",-56,-23,-48,-59,-34,17
"3","2020-06-13",-55,-18,-47,-63,-24,13
"3","2020-06-14",-61,-25,-50,-65,-23,11
"3","2020-06-15",-47,-16,-43,-55,-32,14
"3","2020-06-16",-46,-17,-39,-55,-34,13
"3","2020-06-17",-46,-18,-34,-54,-35,13
"3","2020-06-18",-48,-20,-41,-56,-36,14
"3","2020-06-19",-47,-17,-36,-53,-31,13
"3","2020-06-20",-46,-10,-31,-57,-20,10
"3","2020-06-21",-54,-16,-32,-61,-13,6
"3","2020-06-22",-49,-23,-42,-52,-34,14
"3","2020-06-23",-48,-22,-37,-54,-35,14
"3","2020-06-24",-48,-21,-35,-51,-34,14
"3","2020-06-25",-48,-22,-37,-53,-34,15
"3","2020-06-26",-48,-19,-34,-50,-30,14
"3","2020-06-27",-48,-17,-30,-54,-22,11
"3","2020-06-28",-53,-24,-30,-59,-19,9
"3","2020-06-29",-45,-20,-38,-49,-31,13
"3","2020-06-30",-40,-12,-34,-50,-33,12
"3","2020-07-01",-40,-12,-29,-41,-34,12
"3","2020-07-02",-41,-13,-35,-44,-34,13
"3","2020-07-03",-43,-13,-32,-44,-30,13
"3","2020-07-04",-43,-12,-31,-51,-19,10
"3","2020-07-05",-50,-19,-35,-51,-18,9
"3","2020-07-06",-42,-17,-39,-44,-32,13
"3","2020-07-07",-43,-19,-36,-44,-34,13
"3","2020-07-08",-44,-19,-33,-44,-34,13
"3","2020-07-09",-45,-19,-38,-47,-34,15
"3","2020-07-10",-45,-17,-33,-45,-30,15
"3","2020-07-11",-45,-13,-31,-48,-19,11
"3","2020-07-12",-51,-20,-36,-50,-18,10
"3","2020-07-13",-44,-17,-39,-43,-32,14
"3","2020-07-14",-42,-16,-34,-46,-35,14
"3","2020-07-15",-35,-6,-29,-43,-33,13
"3","2020-07-16",-38,-8,-35,-47,-34,14
"3","2020-07-17",-41,-10,-30,-45,-31,14
"3","2020-07-18",-42,-10,-31,-48,-20,11
"3","2020-07-19",-48,-19,-34,-50,-19,10
"3","2020-07-20",-41,-15,-38,-45,-34,14
"3","2020-07-21",-41,-17,-35,-43,-36,15
"4","2020-02-15",9,5,12,-1,5,-2
"4","2020-02-16",11,8,3,4,1,-1
"4","2020-02-17",6,5,6,0,16,-4
"4","2020-02-18",5,-1,6,-5,10,-3
"4","2020-02-19",5,0,13,1,10,-3
"4","2020-02-20",7,1,16,2,8,-2
"4","2020-02-21",6,0,24,6,9,-3
"4","2020-02-22",14,6,51,10,1,-2
"4","2020-02-23",23,5,33,5,-1,-1
"4","2020-02-24",9,-1,16,0,-23,3
"4","2020-02-25",-2,-6,6,7,-34,4
"4","2020-02-26",-9,-8,-12,-4,-13,3
"4","2020-02-27",-4,-1,-10,-6,6,1
"4","2020-02-28",-2,5,-9,-8,12,0
"4","2020-02-29",4,8,1,0,4,1
"4","2020-03-01",5,11,-2,5,-1,1
"4","2020-03-02",5,6,5,2,17,-3
"4","2020-03-03",2,3,5,-6,12,-2
"4","2020-03-04",1,2,7,-5,10,-2
"4","2020-03-05",-2,1,1,-2,11,-1
"4","2020-03-06",-4,-2,-2,-4,15,-1
"4","2020-03-07",-1,-1,1,-8,5,1
"4","2020-03-08",3,2,2,-10,1,2
"4","2020-03-09",-7,-5,-5,-5,-13,5
"4","2020-03-10",-2,-2,3,-4,11,-2
"4","2020-03-11",-4,-4,3,-8,9,-1
"4","2020-03-12",-2,-1,3,-4,9,-1
"4","2020-03-13",4,7,5,10,10,-2
"4","2020-03-14",2,12,9,13,3,-1
"4","2020-03-15",-2,9,2,-8,-2,0
"4","2020-03-16",-11,8,-10,-1,-51,10
"4","2020-03-17",-9,4,-11,2,4,0
"4","2020-03-18",-11,-1,-12,-12,-5,4
"4","2020-03-19",-18,1,-17,-6,-8,7
"4","2020-03-20",-24,-4,-25,-16,-10,8
"4","2020-03-21",-33,-8,-32,-24,-7,10
"4","2020-03-22",-41,-17,-42,-36,-13,11
"4","2020-03-23",-35,-19,-35,-35,-30,14
"4","2020-03-24",-40,-22,-40,-35,-37,15
"4","2020-03-25",-43,-27,-43,-41,-40,17
"4","2020-03-26",-44,-25,-43,-44,-41,19
"4","2020-03-27",-43,-21,-42,-48,-37,18
"4","2020-03-28",-45,-20,-43,-46,-20,14
"4","2020-03-29",-50,-24,-52,-51,-23,14
"4","2020-03-30",-39,-21,-40,-49,-40,17
"4","2020-03-31",-39,-18,-45,-47,-45,17
"4","2020-04-01",-41,-19,-44,-46,-49,19
"4","2020-04-02",-48,-20,-47,-48,-49,21
"4","2020-04-03",-54,-20,-49,-51,-46,22
"4","2020-04-04",-55,-16,-50,-50,-28,16
"4","2020-04-05",-59,-29,-55,-55,-28,15
"4","2020-04-06",-52,-25,-47,-52,-49,20
"4","2020-04-07",-54,-26,-51,-53,-53,20
"4","2020-04-08",-55,-27,-51,-48,-54,21
