Edo_code,edo,Date,Pop,Confirmed.Cases,C.Deaths ,Hbedsx10000
28,Tamaulipas,15/04/2020,3441698,60,4,8.65
29,Tlaxcala,15/04/2020,1272847,58,4,5.61
30,Veracruz,15/04/2020,8112505,106,6,6.16
31,Yucatán,15/04/2020,2097175,128,7,8.58
32,Zacatecas,15/04/2020,1579209,18,2,6.33
1,Aguascalientes,16/04/2020,1312544,71,2,7.36
2,Baja California,16/04/2020,3315766,505,31,6.49
3,Baja California Sur,16/04/2020,712029,166,6,9.76
4,Campeche,16/04/2020,899931,45,3,8.78
5,Coahuila,16/04/2020,2954915,214,15,9.86
6,Colima,16/04/2020,711235,7,0,9.12
7,Chiapas,16/04/2020,5217908,54,3,4.33
8,Chihuahua,16/04/2020,3556574,108,23,8.2
9,Ciudad de México,16/04/2020,8918653,1828,110,17.53
10,Durango,16/04/2020,1754754,17,4,8.79
11,Guanajuato,16/04/2020,5853677,96,6,6.25
12,Guerrero,16/04/2020,3533251,100,9,5.87
13,Hidalgo,16/04/2020,2858359,67,12,4.78
14,Jalisco,16/04/2020,7844830,178,11,8.23
15,Estado de México,16/04/2020,16187608,695,46,5.16
16,Michoacán,16/04/2020,4584471,84,13,5.78
17,Morelos,16/04/2020,1903811,58,10,5.5
18,Nayarit,16/04/2020,1181050,29,5,6.05
19,Nuevo León,16/04/2020,5119504,159,5,7.96
20,Oaxaca,16/04/2020,3967889,53,5,5.93
21,Puebla,16/04/2020,6168883,305,32,6.5
22,Querétaro,16/04/2020,2038372,76,5,4.32
23,Quintana Roo,16/04/2020,1501562,276,28,6.86
24,San Luis Potosí,16/04/2020,2717820,56,4,7.44
25,Sinaloa,16/04/2020,2966321,327,40,8.03
26,Sonora,16/04/2020,2850330,89,10,10.15
27,Tabasco,16/04/2020,2395272,233,25,6.61
28,Tamaulipas,16/04/2020,3441698,78,4,8.65
29,Tlaxcala,16/04/2020,1272847,62,4,5.61
30,Veracruz,16/04/2020,8112505,112,6,6.16
31,Yucatán,16/04/2020,2097175,131,7,8.58
32,Zacatecas,16/04/2020,1579209,18,2,6.33
1,Aguascalientes,17/04/2020,1312544,77,2,7.36
2,Baja California,17/04/2020,3315766,536,33,6.49
3,Baja California Sur,17/04/2020,712029,169,6,9.76
4,Campeche,17/04/2020,899931,47,3,8.78
5,Coahuila,17/04/2020,2954915,217,15,9.86
6,Colima,17/04/2020,711235,9,2,9.12
7,Chiapas,17/04/2020,5217908,58,3,4.33
8,Chihuahua,17/04/2020,3556574,115,26,8.2
9,Ciudad de México,17/04/2020,8918653,2080,136,17.53
10,Durango,17/04/2020,1754754,19,4,8.79
11,Guanajuato,17/04/2020,5853677,113,7,6.25
12,Guerrero,17/04/2020,3533251,110,11,5.87
13,Hidalgo,17/04/2020,2858359,70,13,4.78
14,Jalisco,17/04/2020,7844830,190,13,8.23
15,Estado de México,17/04/2020,16187608,754,49,5.16
16,Michoacán,17/04/2020,4584471,99,14,5.78
17,Morelos,17/04/2020,1903811,73,10,5.5
18,Nayarit,17/04/2020,1181050,31,5,6.05
19,Nuevo León,17/04/2020,5119504,159,5,7.96
20,Oaxaca,17/04/2020,3967889,56,5,5.93
21,Puebla,17/04/2020,6168883,314,37,6.5
22,Querétaro,17/04/2020,2038372,78,6,4.32
23,Quintana Roo,17/04/2020,1501562,280,31,6.86
24,San Luis Potosí,17/04/2020,2717820,58,4,7.44
25,Sinaloa,17/04/2020,2966321,374,43,8.03
26,Sonora,17/04/2020,2850330,97,10,10.15
27,Tabasco,17/04/2020,2395272,250,27,6.61
28,Tamaulipas,17/04/2020,3441698,91,5,8.65
29,Tlaxcala,17/04/2020,1272847,67,4,5.61
30,Veracruz,17/04/2020,8112505,121,7,6.16
31,Yucatán,17/04/2020,2097175,140,8,8.58
32,Zacatecas,17/04/2020,1579209,23,2,6.33
1,Aguascalientes,18/04/2020,1312544,77,2,7.36
2,Baja California,18/04/2020,3315766,608,67,6.49
3,Baja California Sur,18/04/2020,712029,173,6,9.76
4,Campeche,18/04/2020,899931,37,2,8.78
5,Coahuila,18/04/2020,2954915,238,19,9.86
6,Colima,18/04/2020,711235,11,2,9.12
7,Chiapas,18/04/2020,5217908,64,3,4.33
8,Chihuahua,18/04/2020,3556574,130,30,8.2
9,Ciudad de México,18/04/2020,8918653,1984,161,17.53
10,Durango,18/04/2020,1754754,20,4,8.79
11,Guanajuato,18/04/2020,5853677,118,9,6.25
12,Guerrero,18/04/2020,3533251,112,11,5.87
13,Hidalgo,18/04/2020,2858359,80,12,4.78
14,Jalisco,18/04/2020,7844830,195,13,8.23
15,Estado de México,18/04/2020,16187608,1071,69,5.16
16,Michoacán,18/04/2020,4584471,108,16,5.78
17,Morelos,18/04/2020,1903811,86,11,5.5
18,Nayarit,18/04/2020,1181050,37,5,6.05
19,Nuevo León,18/04/2020,5119504,169,5,7.96
20,Oaxaca,18/04/2020,3967889,63,6,5.93
21,Puebla,18/04/2020,6168883,331,42,6.5
22,Querétaro,18/04/2020,2038372,79,6,4.32
23,Quintana Roo,18/04/2020,1501562,317,31,6.86
24,San Luis Potosí,18/04/2020,2717820,58,4,7.44
25,Sinaloa,18/04/2020,2966321,411,45,8.03
26,Sonora,18/04/2020,2850330,112,11,10.15
27,Tabasco,18/04/2020,2395272,283,29,6.61
28,Tamaulipas,18/04/2020,3441698,119,5,8.65
29,Tlaxcala,18/04/2020,1272847,67,4,5.61
30,Veracruz,18/04/2020,8112505,135,8,6.16
31,Yucatán,18/04/2020,2097175,177,10,8.58
32,Zacatecas,18/04/2020,1579209,27,2,6.33
1,Aguascalientes,19/04/2020,1312544,81,2,7.36
2,Baja California,19/04/2020,3315766,679,74,6.49
3,Baja California Sur,19/04/2020,712029,193,7,9.76
4,Campeche,19/04/2020,899931,38,3,8.78
5,Coahuila,19/04/2020,2954915,243,19,9.86
6,Colima,19/04/2020,711235,12,2,9.12
7,Chiapas,19/04/2020,5217908,70,3,4.33
8,Chihuahua,19/04/2020,3556574,146,31,8.2
9,Ciudad de México,19/04/2020,8918653,2232,164,17.53
10,Durango,19/04/2020,1754754,22,4,8.79
11,Guanajuato,19/04/2020,5853677,134,9,6.25
12,Guerrero,19/04/2020,3533251,124,12,5.87
13,Hidalgo,19/04/2020,2858359,93,13,4.78
14,Jalisco,19/04/2020,7844830,197,13,8.23
15,Estado de México,19/04/2020,16187608,1207,74,5.16
16,Michoacán,19/04/2020,4584471,116,17,5.78
17,Morelos,19/04/2020,1903811,91,12,5.5
18,Nayarit,19/04/2020,1181050,39,5,6.05
19,Nuevo León,19/04/2020,5119504,174,5,7.96
20,Oaxaca,19/04/2020,3967889,64,6,5.93
21,Puebla,19/04/2020,6168883,351,43,6.5
22,Querétaro,19/04/2020,2038372,81,6,4.32
23,Quintana Roo,19/04/2020,1501562,325,31,6.86
24,San Luis Potosí,19/04/2020,2717820,62,4,7.44
25,Sinaloa,19/04/2020,2966321,457,45,8.03
26,Sonora,19/04/2020,2850330,121,13,10.15
27,Tabasco,19/04/2020,2395272,341,39,6.61
28,Tamaulipas,19/04/2020,3441698,128,5,8.65
29,Tlaxcala,19/04/2020,1272847,71,4,5.61
30,Veracruz,19/04/2020,8112505,161,9,6.16
31,Yucatán,19/04/2020,2097175,180,10,8.58
32,Zacatecas,19/04/2020,1579209,28,2,6.33
1,Aguascalientes,20/04/2020,1312544,81,2,7.36
2,Baja California,20/04/2020,3315766,740,74,6.49
3,Baja California Sur,20/04/2020,712029,205,7,9.76
4,Campeche,20/04/2020,899931,43,3,8.78
5,Coahuila,20/04/2020,2954915,260,19,9.86
6,Colima,20/04/2020,711235,12,2,9.12
7,Chiapas,20/04/2020,5217908,71,3,4.33
8,Chihuahua,20/04/2020,3556574,150,31,8.2
9,Ciudad de México,20/04/2020,8918653,2323,166,17.53
10,Durango,20/04/2020,1754754,23,4,8.79
11,Guanajuato,20/04/2020,5853677,151,9,6.25
12,Guerrero,20/04/2020,3533251,129,14,5.87
13,Hidalgo,20/04/2020,2858359,98,14,4.78
14,Jalisco,20/04/2020,7844830,215,14,8.23
15,Estado de México,20/04/2020,16187608,1258,79,5.16
16,Michoacán,20/04/2020,4584471,128,17,5.78
17,Morelos,20/04/2020,1903811,95,12,5.5
18,Nayarit,20/04/2020,1181050,41,5,6.05
19,Nuevo León,20/04/2020,5119504,193,5,7.96
20,Oaxaca,20/04/2020,3967889,70,6,5.93
21,Puebla,20/04/2020,6168883,359,47,6.5
22,Querétaro,20/04/2020,2038372,85,6,4.32
23,Quintana Roo,20/04/2020,1501562,364,34,6.86
24,San Luis Potosí,20/04/2020,2717820,65,4,7.44
25,Sinaloa,20/04/2020,2966321,484,45,8.03
26,Sonora,20/04/2020,2850330,121,13,10.15
27,Tabasco,20/04/2020,2395272,403,43,6.61
28,Tamaulipas,20/04/2020,3441698,134,5,8.65
29,Tlaxcala,20/04/2020,1272847,73,4,5.61
30,Veracruz,20/04/2020,8112505,171,13,6.16
31,Yucatán,20/04/2020,2097175,195,10,8.58
32,Zacatecas,20/04/2020,1579209,32,2,6.33
1,Aguascalientes,21/04/2020,1312544,81,2,7.36
2,Baja California,21/04/2020,3315766,914,99,6.49
3,Baja California Sur,21/04/2020,712029,228,9,9.76
4,Campeche,21/04/2020,899931,46,3,8.78
5,Coahuila,21/04/2020,2954915,271,24,9.86
6,Colima,21/04/2020,711235,15,2,9.12
7,Chiapas,21/04/2020,5217908,79,4,4.33
8,Chihuahua,21/04/2020,3556574,153,35,8.2
9,Ciudad de México,21/04/2020,8918653,2459,191,17.53
10,Durango,21/04/2020,1754754,31,4,8.79
11,Guanajuato,21/04/2020,5853677,159,9,6.25
12,Guerrero,21/04/2020,3533251,130,16,5.87
13,Hidalgo,21/04/2020,2858359,113,15,4.78
14,Jalisco,21/04/2020,7844830,225,15,8.23
15,Estado de México,21/04/2020,16187608,1381,102,5.16
16,Michoacán,21/04/2020,4584471,139,19,5.78
17,Morelos,21/04/2020,1903811,99,15,5.5
18,Nayarit,21/04/2020,1181050,45,5,6.05
19,Nuevo León,21/04/2020,5119504,194,5,7.96
20,Oaxaca,21/04/2020,3967889,73,7,5.93
21,Puebla,21/04/2020,6168883,383,55,6.5
22,Querétaro,21/04/2020,2038372,86,6,4.32
23,Quintana Roo,21/04/2020,1501562,398,47,6.86
24,San Luis Potosí,21/04/2020,2717820,66,5,7.44
25,Sinaloa,21/04/2020,2966321,508,52,8.03
26,Sonora,21/04/2020,2850330,118,14,10.15
27,Tabasco,21/04/2020,2395272,473,56,6.61
28,Tamaulipas,21/04/2020,3441698,145,7,8.65
29,Tlaxcala,21/04/2020,1272847,78,5,5.61
30,Veracruz,21/04/2020,8112505,179,14,6.16
31,Yucatán,21/04/2020,2097175,199,12,8.58
32,Zacatecas,21/04/2020,1579209,33,3,6.33
1,Aguascalientes,22/04/2020,1312544,100,2,7.36
2,Baja California,22/04/2020,3315766,985,117,6.49
3,Baja California Sur,22/04/2020,712029,240,10,9.76
4,Campeche,22/04/2020,899931,49,4,8.78
5,Coahuila,22/04/2020,2954915,284,28,9.86
6,Colima,22/04/2020,711235,15,2,9.12
7,Chiapas,22/04/2020,5217908,87,4,4.33
8,Chihuahua,22/04/2020,3556574,174,38,8.2
9,Ciudad de México,22/04/2020,8918653,2815,212,17.53
10,Durango,22/04/2020,1754754,33,5,8.79
11,Guanajuato,22/04/2020,5853677,173,9,6.25
12,Guerrero,22/04/2020,3533251,142,18,5.87
13,Hidalgo,22/04/2020,2858359,125,15,4.78
14,Jalisco,22/04/2020,7844830,235,15,8.23
15,Estado de México,22/04/2020,16187608,1593,119,5.16
16,Michoacán,22/04/2020,4584471,145,20,5.78
17,Morelos,22/04/2020,1903811,106,19,5.5
18,Nayarit,22/04/2020,1181050,47,6,6.05
19,Nuevo León,22/04/2020,5119504,211,5,7.96
20,Oaxaca,22/04/2020,3967889,81,8,5.93
21,Puebla,22/04/2020,6168883,388,58,6.5
22,Querétaro,22/04/2020,2038372,90,7,4.32
23,Quintana Roo,22/04/2020,1501562,432,56,6.86
24,San Luis Potosí,22/04/2020,2717820,67,5,7.44
25,Sinaloa,22/04/2020,2966321,568,59,8.03
26,Sonora,22/04/2020,2850330,132,14,10.15
27,Tabasco,22/04/2020,2395272,510,61,6.61
28,Tamaulipas,22/04/2020,3441698,165,8,8.65
29,Tlaxcala,22/04/2020,1272847,92,9,5.61
30,Veracruz,22/04/2020,8112505,212,19,6.16
31,Yucatán,22/04/2020,2097175,204,15,8.58
32,Zacatecas,22/04/2020,1579209,44,3,6.33
1,Aguascalientes,23/04/2020,1312544,106,2,7.36
2,Baja California,23/04/2020,3315766,1075,125,6.49
3,Baja California Sur,23/04/2020,712029,241,11,9.76
4,Campeche,23/04/2020,899931,49,5,8.78
5,Coahuila,23/04/2020,2954915,295,30,9.86
6,Colima,23/04/2020,711235,16,2,9.12
7,Chiapas,23/04/2020,5217908,99,5,4.33
8,Chihuahua,23/04/2020,3556574,193,41,8.2
9,Ciudad de México,23/04/2020,8918653,3157,227,17.53
10,Durango,23/04/2020,1754754,38,5,8.79
11,Guanajuato,23/04/2020,5853677,183,14,6.25
12,Guerrero,23/04/2020,3533251,163,23,5.87
13,Hidalgo,23/04/2020,2858359,128,14,4.78
14,Jalisco,23/04/2020,7844830,254,19,8.23
15,Estado de México,23/04/2020,16187608,1734,134,5.16
16,Michoacán,23/04/2020,4584471,166,23,5.78
17,Morelos,23/04/2020,1903811,123,21,5.5
18,Nayarit,23/04/2020,1181050,54,7,6.05
19,Nuevo León,23/04/2020,5119504,249,6,7.96
20,Oaxaca,23/04/2020,3967889,87,9,5.93
21,Puebla,23/04/2020,6168883,414,64,6.5
22,Querétaro,23/04/2020,2038372,93,7,4.32
23,Quintana Roo,23/04/2020,1501562,468,61,6.86
24,San Luis Potosí,23/04/2020,2717820,72,6,7.44
25,Sinaloa,23/04/2020,2966321,614,62,8.03
26,Sonora,23/04/2020,2850330,139,17,10.15
27,Tabasco,23/04/2020,2395272,596,68,6.61
28,Tamaulipas,23/04/2020,3441698,190,9,8.65
29,Tlaxcala,23/04/2020,1272847,101,9,5.61
30,Veracruz,23/04/2020,8112505,250,22,6.16
31,Yucatán,23/04/2020,2097175,238,18,8.58
32,Zacatecas,23/04/2020,1579209,48,3,6.33
1,Aguascalientes,24/04/2020,1312544,146,2,7.36
2,Baja California,24/04/2020,3315766,1156,145,6.49
3,Baja California Sur,24/04/2020,712029,247,11,9.76
4,Campeche,24/04/2020,899931,60,8,8.78
5,Coahuila,24/04/2020,2954915,317,33,9.86
6,Colima,24/04/2020,711235,16,2,9.12
7,Chiapas,24/04/2020,5217908,104,6,4.33
8,Chihuahua,24/04/2020,3556574,212,45,8.2
9,Ciudad de México,24/04/2020,8918653,3532,251,17.53
10,Durango,24/04/2020,1754754,40,5,8.79
11,Guanajuato,24/04/2020,5853677,193,17,6.25
12,Guerrero,24/04/2020,3533251,171,30,5.87
13,Hidalgo,24/04/2020,2858359,155,16,4.78
14,Jalisco,24/04/2020,7844830,263,20,8.23
15,Estado de México,24/04/2020,16187608,1992,147,5.16
16,Michoacán,24/04/2020,4584471,177,25,5.78
17,Morelos,24/04/2020,1903811,146,25,5.5
18,Nayarit,24/04/2020,1181050,56,7,6.05
19,Nuevo León,24/04/2020,5119504,260,8,7.96
20,Oaxaca,24/04/2020,3967889,89,11,5.93
21,Puebla,24/04/2020,6168883,454,64,6.5
22,Querétaro,24/04/2020,2038372,103,7,4.32
23,Quintana Roo,24/04/2020,1501562,519,72,6.86
24,San Luis Potosí,24/04/2020,2717820,72,6,7.44
25,Sinaloa,24/04/2020,2966321,690,92,8.03
26,Sonora,24/04/2020,2850330,150,17,10.15
27,Tabasco,24/04/2020,2395272,649,80,6.61
28,Tamaulipas,24/04/2020,3441698,204,10,8.65
29,Tlaxcala,24/04/2020,1272847,112,12,5.61
30,Veracruz,24/04/2020,8112505,288,24,6.16
31,Yucatán,24/04/2020,2097175,248,19,8.58
32,Zacatecas,24/04/2020,1579209,51,4,6.33
1,Aguascalientes,25/04/2020,1312544,147,2,7.36
2,Baja California,25/04/2020,3315766,1197,160,6.49
3,Baja California Sur,25/04/2020,712029,266,12,9.76
4,Campeche,25/04/2020,899931,63,9,8.78
5,Coahuila,25/04/2020,2954915,340,34,9.86
6,Colima,25/04/2020,711235,17,2,9.12
7,Chiapas,25/04/2020,5217908,118,6,4.33
8,Chihuahua,25/04/2020,3556574,240,56,8.2
9,Ciudad de México,25/04/2020,8918653,3764,253,17.53
10,Durango,25/04/2020,1754754,42,6,8.79
11,Guanajuato,25/04/2020,5853677,198,19,6.25
12,Guerrero,25/04/2020,3533251,177,31,5.87
13,Hidalgo,25/04/2020,2858359,165,16,4.78
14,Jalisco,25/04/2020,7844830,271,23,8.23
15,Estado de México,25/04/2020,16187608,2238,159,5.16
16,Michoacán,25/04/2020,4584471,193,27,5.78
17,Morelos,25/04/2020,1903811,169,26,5.5
18,Nayarit,25/04/2020,1181050,59,7,6.05
19,Nuevo León,25/04/2020,5119504,271,8,7.96
20,Oaxaca,25/04/2020,3967889,104,13,5.93
21,Puebla,25/04/2020,6168883,483,69,6.5
22,Querétaro,25/04/2020,2038372,109,7,4.32
23,Quintana Roo,25/04/2020,1501562,550,77,6.86
24,San Luis Potosí,25/04/2020,2717820,75,6,7.44
25,Sinaloa,25/04/2020,2966321,708,98,8.03
26,Sonora,25/04/2020,2850330,149,20,10.15
27,Tabasco,25/04/2020,2395272,707,87,6.61
28,Tamaulipas,25/04/2020,3441698,216,11,8.65
29,Tlaxcala,25/04/2020,1272847,127,12,5.61
30,Veracruz,25/04/2020,8112505,319,25,6.16
31,Yucatán,25/04/2020,2097175,302,20,8.58
32,Zacatecas,25/04/2020,1579209,58,4,6.33
1,Aguascalientes,26/04/2020,1312544,148,2,7.36
2,Baja California,26/04/2020,3315766,1271,160,6.49
3,Baja California Sur,26/04/2020,712029,284,12,9.76
4,Campeche,26/04/2020,899931,69,12,8.78
5,Coahuila,26/04/2020,2954915,348,34,9.86
6,Colima,26/04/2020,711235,19,2,9.12
7,Chiapas,26/04/2020,5217908,122,6,4.33
8,Chihuahua,26/04/2020,3556574,258,57,8.2
9,Ciudad de México,26/04/2020,8918653,3966,254,17.53
10,Durango,26/04/2020,1754754,44,6,8.79
11,Guanajuato,26/04/2020,5853677,206,20,6.25
12,Guerrero,26/04/2020,3533251,200,31,5.87
13,Hidalgo,26/04/2020,2858359,182,17,4.78
14,Jalisco,26/04/2020,7844830,282,25,8.23
15,Estado de México,26/04/2020,16187608,2355,166,5.16
16,Michoacán,26/04/2020,4584471,204,30,5.78
17,Morelos,26/04/2020,1903811,190,28,5.5
18,Nayarit,26/04/2020,1181050,63,7,6.05
19,Nuevo León,26/04/2020,5119504,276,8,7.96
20,Oaxaca,26/04/2020,3967889,106,15,5.93
21,Puebla,26/04/2020,6168883,511,69,6.5
22,Querétaro,26/04/2020,2038372,111,9,4.32
23,Quintana Roo,26/04/2020,1501562,604,80,6.86
24,San Luis Potosí,26/04/2020,2717820,78,6,7.44
25,Sinaloa,26/04/2020,2966321,747,105,8.03
26,Sonora,26/04/2020,2850330,167,20,10.15
27,Tabasco,26/04/2020,2395272,728,96,6.61
28,Tamaulipas,26/04/2020,3441698,261,11,8.65
29,Tlaxcala,26/04/2020,1272847,134,12,5.61
30,Veracruz,26/04/2020,8112505,354,27,6.16
31,Yucatán,26/04/2020,2097175,323,20,8.58
32,Zacatecas,26/04/2020,1579209,66,4,6.33
1,Aguascalientes,27/04/2020,1312544,161,2,7.36
2,Baja California,27/04/2020,3315766,1301,165,6.49
3,Baja California Sur,27/04/2020,712029,285,13,9.76
4,Campeche,27/04/2020,899931,76,13,8.78
5,Coahuila,27/04/2020,2954915,358,35,9.86
6,Colima,27/04/2020,711235,24,2,9.12
7,Chiapas,27/04/2020,5217908,132,6,4.33
8,Chihuahua,27/04/2020,3556574,271,58,8.2
9,Ciudad de México,27/04/2020,8918653,4152,270,17.53
10,Durango,27/04/2020,1754754,45,6,8.79
11,Guanajuato,27/04/2020,5853677,216,21,6.25
12,Guerrero,27/04/2020,3533251,215,32,5.87
13,Hidalgo,27/04/2020,2858359,190,19,4.78
14,Jalisco,27/04/2020,7844830,303,25,8.23
15,Estado de México,27/04/2020,16187608,2455,177,5.16
16,Michoacán,27/04/2020,4584471,213,33,5.78
17,Morelos,27/04/2020,1903811,194,28,5.5
18,Nayarit,27/04/2020,1181050,64,7,6.05
19,Nuevo León,27/04/2020,5119504,284,9,7.96
20,Oaxaca,27/04/2020,3967889,117,15,5.93
21,Puebla,27/04/2020,6168883,552,69,6.5
22,Querétaro,27/04/2020,2038372,121,9,4.32
23,Quintana Roo,27/04/2020,1501562,653,86,6.86
24,San Luis Potosí,27/04/2020,2717820,83,6,7.44
25,Sinaloa,27/04/2020,2966321,795,122,8.03
26,Sonora,27/04/2020,2850330,182,20,10.15
27,Tabasco,27/04/2020,2395272,819,100,6.61
28,Tamaulipas,27/04/2020,3441698,287,12,8.65
29,Tlaxcala,27/04/2020,1272847,139,14,5.61
30,Veracruz,27/04/2020,8112505,423,33,6.16
31,Yucatán,27/04/2020,2097175,353,23,8.58
32,Zacatecas,27/04/2020,1579209,66,4,6.33
1,Aguascalientes,28/04/2020,1312544,167,2,7.36
2,Baja California,28/04/2020,3315766,1391,184,6.49
3,Baja California Sur,28/04/2020,712029,292,14,9.76
4,Campeche,28/04/2020,899931,81,16,8.78
5,Coahuila,28/04/2020,2954915,368,39,9.86
6,Colima,28/04/2020,711235,26,2,9.12
7,Chiapas,28/04/2020,5217908,141,6,4.33
8,Chihuahua,28/04/2020,3556574,314,67,8.2
9,Ciudad de México,28/04/2020,8918653,4474,288,17.53
10,Durango,28/04/2020,1754754,56,6,8.79
11,Guanajuato,28/04/2020,5853677,221,21,6.25
12,Guerrero,28/04/2020,3533251,239,39,5.87
13,Hidalgo,28/04/2020,2858359,226,26,4.78
14,Jalisco,28/04/2020,7844830,316,25,8.23
15,Estado de México,28/04/2020,16187608,2722,186,5.16
16,Michoacán,28/04/2020,4584471,250,35,5.78
17,Morelos,28/04/2020,1903811,244,29,5.5
18,Nayarit,28/04/2020,1181050,67,11,6.05
19,Nuevo León,28/04/2020,5119504,299,11,7.96
20,Oaxaca,28/04/2020,3967889,121,17,5.93
21,Puebla,28/04/2020,6168883,583,78,6.5
22,Querétaro,28/04/2020,2038372,123,10,4.32
23,Quintana Roo,28/04/2020,1501562,698,91,6.86
24,San Luis Potosí,28/04/2020,2717820,85,7,7.44
25,Sinaloa,28/04/2020,2966321,803,130,8.03
26,Sonora,28/04/2020,2850330,190,21,10.15
27,Tabasco,28/04/2020,2395272,890,107,6.61
28,Tamaulipas,28/04/2020,3441698,295,15,8.65
29,Tlaxcala,28/04/2020,1272847,159,16,5.61
30,Veracruz,28/04/2020,8112505,465,40,6.16
31,Yucatán,28/04/2020,2097175,378,23,8.58
32,Zacatecas,28/04/2020,1579209,68,7,6.33
1,Aguascalientes,29/04/2020,1312544,185,2,7.36
2,Baja California,29/04/2020,3315766,1495,213,6.49
3,Baja California Sur,29/04/2020,712029,301,16,9.76
4,Campeche,29/04/2020,899931,87,17,8.78
5,Coahuila,29/04/2020,2954915,369,41,9.86
6,Colima,29/04/2020,711235,26,3,9.12
7,Chiapas,29/04/2020,5217908,165,7,4.33
8,Chihuahua,29/04/2020,3556574,325,69,8.2
9,Ciudad de México,29/04/2020,8918653,4782,321,17.53
10,Durango,29/04/2020,1754754,58,6,8.79
11,Guanajuato,29/04/2020,5853677,239,22,6.25
12,Guerrero,29/04/2020,3533251,268,49,5.87
13,Hidalgo,29/04/2020,2858359,242,27,4.78
14,Jalisco,29/04/2020,7844830,326,25,8.23
15,Estado de México,29/04/2020,16187608,2863,210,5.16
16,Michoacán,29/04/2020,4584471,278,36,5.78
17,Morelos,29/04/2020,1903811,278,31,5.5
18,Nayarit,29/04/2020,1181050,72,12,6.05
19,Nuevo León,29/04/2020,5119504,313,12,7.96
20,Oaxaca,29/04/2020,3967889,130,18,5.93
21,Puebla,29/04/2020,6168883,621,84,6.5
22,Querétaro,29/04/2020,2038372,128,10,4.32
23,Quintana Roo,29/04/2020,1501562,711,109,6.86
24,San Luis Potosí,29/04/2020,2717820,98,7,7.44
25,Sinaloa,29/04/2020,2966321,821,133,8.03
26,Sonora,29/04/2020,2850330,202,22,10.15
27,Tabasco,29/04/2020,2395272,941,117,6.61
28,Tamaulipas,29/04/2020,3441698,308,18,8.65
29,Tlaxcala,29/04/2020,1272847,179,18,5.61
30,Veracruz,29/04/2020,8112505,514,44,6.16
31,Yucatán,29/04/2020,2097175,404,26,8.58
32,Zacatecas,29/04/2020,1579209,70,7,6.33
1,Aguascalientes,30/04/2020,1312544,205,6,7.36
2,Baja California,30/04/2020,3315766,1557,220,6.49
3,Baja California Sur,30/04/2020,712029,308,16,9.76
4,Campeche,30/04/2020,899931,93,17,8.78
5,Coahuila,30/04/2020,2954915,407,42,9.86
6,Colima,30/04/2020,711235,27,3,9.12
7,Chiapas,30/04/2020,5217908,177,7,4.33
8,Chihuahua,30/04/2020,3556574,351,75,8.2
9,Ciudad de México,30/04/2020,8918653,5209,337,17.53
10,Durango,30/04/2020,1754754,66,7,8.79
11,Guanajuato,30/04/2020,5853677,263,24,6.25
12,Guerrero,30/04/2020,3533251,281,50,5.87
13,Hidalgo,30/04/2020,2858359,261,29,4.78
14,Jalisco,30/04/2020,7844830,347,28,8.23
15,Estado de México,30/04/2020,16187608,3130,239,5.16
16,Michoacán,30/04/2020,4584471,313,40,5.78
17,Morelos,30/04/2020,1903811,324,37,5.5
18,Nayarit,30/04/2020,1181050,93,12,6.05
19,Nuevo León,30/04/2020,5119504,334,15,7.96
20,Oaxaca,30/04/2020,3967889,138,19,5.93
21,Puebla,30/04/2020,6168883,639,89,6.5
22,Querétaro,30/04/2020,2038372,133,11,4.32
23,Quintana Roo,30/04/2020,1501562,788,116,6.86
24,San Luis Potosí,30/04/2020,2717820,108,7,7.44
25,Sinaloa,30/04/2020,2966321,865,139,8.03
26,Sonora,30/04/2020,2850330,215,22,10.15
27,Tabasco,30/04/2020,2395272,984,125,6.61
28,Tamaulipas,30/04/2020,3441698,315,18,8.65
29,Tlaxcala,30/04/2020,1272847,193,22,5.61
30,Veracruz,30/04/2020,8112505,575,53,6.16
31,Yucatán,30/04/2020,2097175,448,26,8.58
32,Zacatecas,30/04/2020,1579209,77,8,6.33
1,Aguascalientes,01/05/2020,1312544,224,7,7.36
2,Baja California,01/05/2020,3315766,1569,231,6.49
3,Baja California Sur,01/05/2020,712029,322,18,9.76
4,Campeche,01/05/2020,899931,100,17,8.78
5,Coahuila,01/05/2020,2954915,420,43,9.86
6,Colima,01/05/2020,711235,28,3,9.12
7,Chiapas,01/05/2020,5217908,193,7,4.33
8,Chihuahua,01/05/2020,3556574,400,82,8.2
9,Ciudad de México,01/05/2020,8918653,5548,346,17.53
10,Durango,01/05/2020,1754754,70,7,8.79
11,Guanajuato,01/05/2020,5853677,283,26,6.25
12,Guerrero,01/05/2020,3533251,316,52,5.87
13,Hidalgo,01/05/2020,2858359,282,30,4.78
14,Jalisco,01/05/2020,7844830,375,30,8.23
15,Estado de México,01/05/2020,16187608,3422,257,5.16
16,Michoacán,01/05/2020,4584471,345,43,5.78
17,Morelos,01/05/2020,1903811,366,44,5.5
18,Nayarit,01/05/2020,1181050,96,12,6.05
19,Nuevo León,01/05/2020,5119504,366,16,7.96
20,Oaxaca,01/05/2020,3967889,147,20,5.93
21,Puebla,01/05/2020,6168883,708,91,6.5
22,Querétaro,01/05/2020,2038372,146,11,4.32
23,Quintana Roo,01/05/2020,1501562,830,118,6.86
24,San Luis Potosí,01/05/2020,2717820,121,9,7.44
