"entidadFed","date","movilidad"
10,"16/02/2020",0.0525
10,"17/02/2020",0.025
10,"18/02/2020",0.01
10,"19/02/2020",0.035
10,"20/02/2020",0.05
10,"21/02/2020",0.0375
10,"22/02/2020",-0.015
10,"23/02/2020",-0.01
10,"24/02/2020",0.0175
10,"25/02/2020",0.0125
10,"26/02/2020",0.04
10,"27/02/2020",0.065
10,"28/02/2020",0.0675
10,"29/02/2020",0.045
10,"01/03/2020",0.0475
10,"02/03/2020",0.04
10,"03/03/2020",-0.0025
10,"04/03/2020",0.0625
10,"05/03/2020",0.065
10,"06/03/2020",0.0325
10,"07/03/2020",-0.005
10,"08/03/2020",0.01
10,"09/03/2020",-0.11
10,"10/03/2020",0.035
10,"11/03/2020",0.0625
10,"12/03/2020",0.085
10,"13/03/2020",0.12
10,"14/03/2020",0.0975
10,"15/03/2020",0.02
10,"16/03/2020",-0.1075
10,"17/03/2020",0.025
10,"18/03/2020",-0.0075
10,"19/03/2020",-0.095
10,"20/03/2020",-0.17
10,"21/03/2020",-0.18
10,"22/03/2020",-0.25
10,"23/03/2020",-0.285
10,"24/03/2020",-0.295
10,"25/03/2020",-0.31
10,"26/03/2020",-0.3125
10,"27/03/2020",-0.3325
10,"28/03/2020",-0.2775
10,"29/03/2020",-0.32
10,"30/03/2020",-0.3375
10,"31/03/2020",-0.2925
10,"01/04/2020",-0.295
10,"02/04/2020",-0.325
10,"03/04/2020",-0.3625
10,"04/04/2020",-0.325
10,"05/04/2020",-0.3625
10,"06/04/2020",-0.3825
10,"07/04/2020",-0.375
10,"08/04/2020",-0.355
10,"09/04/2020",-0.4625
10,"10/04/2020",-0.61
10,"11/04/2020",-0.495
10,"12/04/2020",-0.43
10,"13/04/2020",-0.4075
10,"14/04/2020",-0.395
10,"15/04/2020",-0.3475
10,"16/04/2020",-0.36
10,"17/04/2020",-0.3975
10,"18/04/2020",-0.3575
10,"19/04/2020",-0.39
10,"20/04/2020",-0.415
10,"21/04/2020",-0.4425
10,"22/04/2020",-0.435
10,"23/04/2020",-0.435
10,"24/04/2020",-0.4575
10,"25/04/2020",-0.4075
10,"26/04/2020",-0.435
10,"27/04/2020",-0.4575
10,"28/04/2020",-0.4425
10,"29/04/2020",-0.405
10,"30/04/2020",-0.315
10,"01/05/2020",-0.5125
10,"02/05/2020",-0.4
10,"03/05/2020",-0.4175
10,"04/05/2020",-0.4175
10,"05/05/2020",-0.42
10,"06/05/2020",-0.39
10,"07/05/2020",-0.395
10,"08/05/2020",-0.3925
10,"09/05/2020",-0.3075
10,"10/05/2020",-0.295
10,"11/05/2020",-0.42
10,"12/05/2020",-0.4
10,"13/05/2020",-0.3725
10,"14/05/2020",-0.365
10,"15/05/2020",-0.3475
10,"16/05/2020",-0.31
10,"17/05/2020",-0.34
10,"18/05/2020",-0.3725
10,"19/05/2020",-0.3625
10,"20/05/2020",-0.345
10,"21/05/2020",-0.3575
10,"22/05/2020",-0.365
10,"23/05/2020",-0.3
10,"24/05/2020",-0.3275
10,"25/05/2020",-0.3675
10,"26/05/2020",-0.36
10,"27/05/2020",-0.355
10,"28/05/2020",-0.3375
10,"29/05/2020",-0.3175
10,"30/05/2020",-0.2375
10,"31/05/2020",-0.26
10,"01/06/2020",-0.2925
10,"02/06/2020",-0.3
10,"03/06/2020",-0.295
10,"04/06/2020",-0.295
10,"05/06/2020",-0.2975
10,"06/06/2020",-0.25
10,"07/06/2020",-0.26
11,"15/02/2020",0.0175
11,"16/02/2020",0.015
11,"17/02/2020",0.0475
11,"18/02/2020",0.0175
11,"19/02/2020",0.01
11,"20/02/2020",0.005
11,"21/02/2020",0.015
11,"22/02/2020",-0.01
11,"23/02/2020",-0.0175
11,"24/02/2020",0.0275
11,"25/02/2020",-0.0025
11,"26/02/2020",0.005
11,"27/02/2020",0.0125
11,"28/02/2020",0.04
11,"29/02/2020",0.0325
11,"01/03/2020",0.0275
11,"02/03/2020",0.0475
11,"03/03/2020",0.0125
11,"04/03/2020",0.0225
11,"05/03/2020",0.0175
11,"06/03/2020",0.0125
11,"07/03/2020",0.0025
11,"08/03/2020",0.0025
11,"09/03/2020",-0.0925
11,"10/03/2020",0.005
11,"11/03/2020",0.0025
11,"12/03/2020",0.03
11,"13/03/2020",0.0275
11,"14/03/2020",0.035
11,"15/03/2020",-0.0125
11,"16/03/2020",-0.19
11,"17/03/2020",-0.06
11,"18/03/2020",-0.1025
11,"19/03/2020",-0.1425
11,"20/03/2020",-0.17
11,"21/03/2020",-0.1525
11,"22/03/2020",-0.215
11,"23/03/2020",-0.205
11,"24/03/2020",-0.2525
11,"25/03/2020",-0.2675
11,"26/03/2020",-0.2825
11,"27/03/2020",-0.29
11,"28/03/2020",-0.245
11,"29/03/2020",-0.3075
11,"30/03/2020",-0.2875
11,"31/03/2020",-0.31
11,"01/04/2020",-0.32
11,"02/04/2020",-0.34
11,"03/04/2020",-0.3475
11,"04/04/2020",-0.3125
11,"05/04/2020",-0.38
11,"06/04/2020",-0.385
11,"07/04/2020",-0.4025
11,"08/04/2020",-0.3775
11,"09/04/2020",-0.46
11,"10/04/2020",-0.5875
11,"11/04/2020",-0.4825
11,"12/04/2020",-0.4275
11,"13/04/2020",-0.3825
11,"14/04/2020",-0.4
11,"15/04/2020",-0.3675
11,"16/04/2020",-0.38
11,"17/04/2020",-0.38
11,"18/04/2020",-0.36
11,"19/04/2020",-0.395
11,"20/04/2020",-0.39
11,"21/04/2020",-0.425
11,"22/04/2020",-0.4225
11,"23/04/2020",-0.4275
11,"24/04/2020",-0.4175
11,"25/04/2020",-0.375
11,"26/04/2020",-0.42
11,"27/04/2020",-0.4175
11,"28/04/2020",-0.425
11,"29/04/2020",-0.395
11,"30/04/2020",-0.35
11,"01/05/2020",-0.4725
11,"02/05/2020",-0.3675
11,"03/05/2020",-0.3925
11,"04/05/2020",-0.38
11,"05/05/2020",-0.4175
11,"06/05/2020",-0.3825
11,"07/05/2020",-0.4
11,"08/05/2020",-0.375
11,"09/05/2020",-0.285
11,"10/05/2020",-0.2925
11,"11/05/2020",-0.3775
11,"12/05/2020",-0.385
11,"13/05/2020",-0.38
11,"14/05/2020",-0.375
11,"15/05/2020",-0.3425
11,"16/05/2020",-0.3
11,"17/05/2020",-0.3425
11,"18/05/2020",-0.335
11,"19/05/2020",-0.3675
11,"20/05/2020",-0.355
11,"21/05/2020",-0.3575
11,"22/05/2020",-0.345
11,"23/05/2020",-0.2925
11,"24/05/2020",-0.32
11,"25/05/2020",-0.3325
11,"26/05/2020",-0.3525
11,"27/05/2020",-0.34
11,"28/05/2020",-0.34
11,"29/05/2020",-0.3025
11,"30/05/2020",-0.235
11,"31/05/2020",-0.2575
11,"01/06/2020",-0.265
11,"02/06/2020",-0.3
11,"03/06/2020",-0.2925
11,"04/06/2020",-0.2975
11,"05/06/2020",-0.285
11,"06/06/2020",-0.23
11,"07/06/2020",-0.255
12,"15/02/2020",0.015
12,"16/02/2020",0.025
12,"17/02/2020",0.01
12,"18/02/2020",-0.005
12,"19/02/2020",0.0175
12,"20/02/2020",-0.0025
12,"21/02/2020",-0.0025
12,"22/02/2020",-0.0175
12,"23/02/2020",-0.02
12,"24/02/2020",-0.025
12,"25/02/2020",-0.01
12,"26/02/2020",0.02
12,"27/02/2020",0.025
12,"28/02/2020",0.0425
12,"29/02/2020",0.0375
12,"01/03/2020",0.0325
12,"02/03/2020",0.015
12,"03/03/2020",0.005
12,"04/03/2020",0.02
12,"05/03/2020",-0.005
12,"06/03/2020",-0.0025
12,"07/03/2020",-0.0075
12,"08/03/2020",-0.02
12,"09/03/2020",-0.0825
12,"10/03/2020",-0.0075
12,"11/03/2020",0.005
12,"12/03/2020",0.01
12,"13/03/2020",0.04
12,"14/03/2020",0.1325
12,"15/03/2020",0.055
12,"16/03/2020",0.00499999999999999
12,"17/03/2020",0.0125
12,"18/03/2020",-0.0325
12,"19/03/2020",-0.0975
12,"20/03/2020",-0.1725
12,"21/03/2020",-0.1675
12,"22/03/2020",-0.23
12,"23/03/2020",-0.255
12,"24/03/2020",-0.27
12,"25/03/2020",-0.275
12,"26/03/2020",-0.3075
12,"27/03/2020",-0.3275
12,"28/03/2020",-0.265
12,"29/03/2020",-0.3125
12,"30/03/2020",-0.3125
12,"31/03/2020",-0.315
12,"01/04/2020",-0.3175
12,"02/04/2020",-0.36
12,"03/04/2020",-0.4125
12,"04/04/2020",-0.3625
12,"05/04/2020",-0.4175
12,"06/04/2020",-0.4125
12,"07/04/2020",-0.4075
12,"08/04/2020",-0.395
12,"09/04/2020",-0.47
12,"10/04/2020",-0.595
12,"11/04/2020",-0.49
12,"12/04/2020",-0.47
12,"13/04/2020",-0.445
12,"14/04/2020",-0.4425
12,"15/04/2020",-0.41
12,"16/04/2020",-0.4425
12,"17/04/2020",-0.485
12,"18/04/2020",-0.445
12,"19/04/2020",-0.4725
12,"20/04/2020",-0.4675
12,"21/04/2020",-0.48
12,"22/04/2020",-0.475
12,"23/04/2020",-0.5
12,"24/04/2020",-0.5225
12,"25/04/2020",-0.4725
12,"26/04/2020",-0.505
12,"27/04/2020",-0.495
12,"28/04/2020",-0.485
12,"29/04/2020",-0.4475
12,"30/04/2020",-0.42
12,"01/05/2020",-0.5475
12,"02/05/2020",-0.4575
12,"03/05/2020",-0.49
12,"04/05/2020",-0.4825
12,"05/05/2020",-0.4925
12,"06/05/2020",-0.465
12,"07/05/2020",-0.4925
12,"08/05/2020",-0.505
12,"09/05/2020",-0.415
12,"10/05/2020",-0.4175
12,"11/05/2020",-0.505
12,"12/05/2020",-0.4775
12,"13/05/2020",-0.45
12,"14/05/2020",-0.46
12,"15/05/2020",-0.4625
12,"16/05/2020",-0.42
12,"17/05/2020",-0.4675
12,"18/05/2020",-0.4525
12,"19/05/2020",-0.465
12,"20/05/2020",-0.4525
12,"21/05/2020",-0.4775
12,"22/05/2020",-0.505
12,"23/05/2020",-0.4525
12,"24/05/2020",-0.485
12,"25/05/2020",-0.4875
12,"26/05/2020",-0.4875
12,"27/05/2020",-0.47
12,"28/05/2020",-0.4875
12,"29/05/2020",-0.4875
12,"30/05/2020",-0.4225
12,"31/05/2020",-0.4525
12,"01/06/2020",-0.4475
12,"02/06/2020",-0.465
12,"03/06/2020",-0.4525
12,"04/06/2020",-0.47
12,"05/06/2020",-0.4925
12,"06/06/2020",-0.44
12,"07/06/2020",-0.4625
13,"15/02/2020",0.015
13,"16/02/2020",0.035
13,"17/02/2020",0.035
13,"18/02/2020",-0.005
13,"19/02/2020",-0.02
13,"20/02/2020",-0.0125
13,"21/02/2020",0.005
13,"22/02/2020",-0.0175
13,"23/02/2020",-0.01
13,"24/02/2020",0.0025
13,"25/02/2020",-0.02
13,"26/02/2020",-0.045
13,"27/02/2020",-0.0125
13,"28/02/2020",0.05
13,"29/02/2020",0.0325
13,"01/03/2020",0.0425
13,"02/03/2020",0.0325
13,"03/03/2020",0
13,"04/03/2020",3.46944695195361e-18
13,"05/03/2020",3.46944695195361e-18
13,"06/03/2020",0.0025
13,"07/03/2020",-0.005
13,"08/03/2020",-0.005
13,"09/03/2020",-0.1
13,"10/03/2020",-0.0025
13,"11/03/2020",-0.015
13,"12/03/2020",-0.01
13,"13/03/2020",0.0225
13,"14/03/2020",0.05
13,"15/03/2020",0.0375
13,"16/03/2020",-0.09
13,"17/03/2020",0.0075
13,"18/03/2020",-0.0375
13,"19/03/2020",-0.0525
13,"20/03/2020",-0.09
13,"21/03/2020",-0.1725
13,"22/03/2020",-0.23
13,"23/03/2020",-0.275
13,"24/03/2020",-0.31
13,"25/03/2020",-0.33
13,"26/03/2020",-0.3425
13,"27/03/2020",-0.33
13,"28/03/2020",-0.265
13,"29/03/2020",-0.3075
13,"30/03/2020",-0.3175
13,"31/03/2020",-0.34
13,"01/04/2020",-0.3525
13,"02/04/2020",-0.38
13,"03/04/2020",-0.39
13,"04/04/2020",-0.32
13,"05/04/2020",-0.3625
13,"06/04/2020",-0.3775
13,"07/04/2020",-0.3925
13,"08/04/2020",-0.375
13,"09/04/2020",-0.4
13,"10/04/2020",-0.5375
13,"11/04/2020",-0.4525
13,"12/04/2020",-0.3875
13,"13/04/2020",-0.3825
13,"14/04/2020",-0.4025
13,"15/04/2020",-0.375
13,"16/04/2020",-0.3925
13,"17/04/2020",-0.3975
13,"18/04/2020",-0.355
13,"19/04/2020",-0.3625
13,"20/04/2020",-0.39
13,"21/04/2020",-0.43
13,"22/04/2020",-0.4375
13,"23/04/2020",-0.4425
13,"24/04/2020",-0.4375
13,"25/04/2020",-0.38
13,"26/04/2020",-0.395
13,"27/04/2020",-0.4125
13,"28/04/2020",-0.4275
13,"29/04/2020",-0.405
13,"30/04/2020",-0.355
13,"01/05/2020",-0.48
13,"02/05/2020",-0.37
13,"03/05/2020",-0.3975
13,"04/05/2020",-0.43
13,"05/05/2020",-0.4625
13,"06/05/2020",-0.46
13,"07/05/2020",-0.4675
13,"08/05/2020",-0.45
13,"09/05/2020",-0.375
13,"10/05/2020",-0.365
13,"11/05/2020",-0.4475
13,"12/05/2020",-0.4475
13,"13/05/2020",-0.4525
13,"14/05/2020",-0.4475
13,"15/05/2020",-0.4225
13,"16/05/2020",-0.36
13,"17/05/2020",-0.3975
13,"18/05/2020",-0.42
13,"19/05/2020",-0.4275
13,"20/05/2020",-0.4325
13,"21/05/2020",-0.45
13,"22/05/2020",-0.44
13,"23/05/2020",-0.3675
13,"24/05/2020",-0.395
13,"25/05/2020",-0.4175
13,"26/05/2020",-0.4375
13,"27/05/2020",-0.4575
13,"28/05/2020",-0.45
13,"29/05/2020",-0.405
13,"30/05/2020",-0.3125
13,"31/05/2020",-0.3325
13,"01/06/2020",-0.375
13,"02/06/2020",-0.3925
13,"03/06/2020",-0.4
13,"04/06/2020",-0.4
13,"05/06/2020",-0.3875
13,"06/06/2020",-0.3125
13,"07/06/2020",-0.3325
14,"15/02/2020",0.08
14,"16/02/2020",0.045
14,"17/02/2020",0.0525
14,"18/02/2020",0.0225
14,"19/02/2020",0.0225
14,"20/02/2020",0.025
14,"21/02/2020",0.04
14,"22/02/2020",0.025
14,"23/02/2020",0.01
14,"24/02/2020",0.0325
14,"25/02/2020",0.01
14,"26/02/2020",0.01
14,"27/02/2020",0.025
14,"28/02/2020",0.0575
14,"29/02/2020",0.07
14,"01/03/2020",0.0525
14,"02/03/2020",0.0575
14,"03/03/2020",0.03
14,"04/03/2020",0.0375
14,"05/03/2020",0.0375
14,"06/03/2020",0.0375
14,"07/03/2020",0.0425
14,"08/03/2020",0.035
14,"09/03/2020",-0.125
14,"10/03/2020",0.0275
14,"11/03/2020",0.025
14,"12/03/2020",0.0425
14,"13/03/2020",0.055
14,"14/03/2020",0.06
14,"15/03/2020",-0.01
14,"16/03/2020",-0.2325
14,"17/03/2020",-0.0725
14,"18/03/2020",-0.1275
14,"19/03/2020",-0.1775
14,"20/03/2020",-0.215
14,"21/03/2020",-0.2425
14,"22/03/2020",-0.37
14,"23/03/2020",-0.4025
14,"24/03/2020",-0.4325
14,"25/03/2020",-0.4175
14,"26/03/2020",-0.37
14,"27/03/2020",-0.36
14,"28/03/2020",-0.2975
14,"29/03/2020",-0.355
14,"30/03/2020",-0.315
14,"31/03/2020",-0.3325
14,"01/04/2020",-0.35
14,"02/04/2020",-0.3825
14,"03/04/2020",-0.395
14,"04/04/2020",-0.355
14,"05/04/2020",-0.4225
14,"06/04/2020",-0.4225
14,"07/04/2020",-0.435
14,"08/04/2020",-0.42
14,"09/04/2020",-0.5075
14,"10/04/2020",-0.6175
14,"11/04/2020",-0.5125
14,"12/04/2020",-0.4625
14,"13/04/2020",-0.4175
14,"14/04/2020",-0.4275
14,"15/04/2020",-0.405
14,"16/04/2020",-0.4175
14,"17/04/2020",-0.41
14,"18/04/2020",-0.3775
14,"19/04/2020",-0.425
14,"20/04/2020",-0.4425
14,"21/04/2020",-0.4675
14,"22/04/2020",-0.4675
14,"23/04/2020",-0.47
14,"24/04/2020",-0.4525
14,"25/04/2020",-0.405
14,"26/04/2020",-0.45
14,"27/04/2020",-0.4425
14,"28/04/2020",-0.445
14,"29/04/2020",-0.42
14,"30/04/2020",-0.3725
14,"01/05/2020",-0.5
14,"02/05/2020",-0.3825
14,"03/05/2020",-0.4125
14,"04/05/2020",-0.395
14,"05/05/2020",-0.42
14,"06/05/2020",-0.4075
14,"07/05/2020",-0.405
14,"08/05/2020",-0.3825
14,"09/05/2020",-0.3025
14,"10/05/2020",-0.325
14,"11/05/2020",-0.3975
14,"12/05/2020",-0.4025
14,"13/05/2020",-0.3975
14,"14/05/2020",-0.385
14,"15/05/2020",-0.3475
14,"16/05/2020",-0.2975
14,"17/05/2020",-0.35
14,"18/05/2020",-0.3475
14,"19/05/2020",-0.3675
14,"20/05/2020",-0.355
14,"21/05/2020",-0.3625
14,"22/05/2020",-0.34
14,"23/05/2020",-0.2875
14,"24/05/2020",-0.325
14,"25/05/2020",-0.34
14,"26/05/2020",-0.3575
14,"27/05/2020",-0.3525
14,"28/05/2020",-0.34
14,"29/05/2020",-0.3125
14,"30/05/2020",-0.2425
14,"31/05/2020",-0.27
14,"01/06/2020",-0.2975
14,"02/06/2020",-0.305
14,"03/06/2020",-0.3075
14,"04/06/2020",-0.3075
14,"05/06/2020",-0.29
14,"06/06/2020",-0.24
14,"07/06/2020",-0.2775
9,"15/02/2020",0.0425
9,"16/02/2020",0.06
9,"17/02/2020",0.0425
9,"18/02/2020",0.025
9,"19/02/2020",0.0175
9,"20/02/2020",0.02
9,"21/02/2020",0.035
9,"22/02/2020",0.0325
9,"23/02/2020",0.055
9,"24/02/2020",0.02
9,"25/02/2020",0.01
9,"26/02/2020",0.015
9,"27/02/2020",0.025
9,"28/02/2020",0.0675
9,"29/02/2020",0.0625
9,"01/03/2020",0.0725
9,"02/03/2020",0.0575
9,"03/03/2020",0.0425
9,"04/03/2020",0.035
9,"05/03/2020",0.03
9,"06/03/2020",0.035
9,"07/03/2020",0.025
9,"08/03/2020",0.0525
9,"09/03/2020",-0.1925
9,"10/03/2020",0.03
9,"11/03/2020",0.02
9,"12/03/2020",0.03
9,"13/03/2020",0.0375
9,"14/03/2020",0.0175
9,"15/03/2020",-0.0075
9,"16/03/2020",-0.33
9,"17/03/2020",-0.0625
9,"18/03/2020",-0.12
9,"19/03/2020",-0.1675
9,"20/03/2020",-0.1875
9,"21/03/2020",-0.2075
9,"22/03/2020",-0.225
9,"23/03/2020",-0.3075
9,"24/03/2020",-0.35
9,"25/03/2020",-0.375
9,"26/03/2020",-0.395
9,"27/03/2020",-0.3975
9,"28/03/2020",-0.32
9,"29/03/2020",-0.3425
9,"30/03/2020",-0.4
9,"31/03/2020",-0.4125
9,"01/04/2020",-0.43
9,"02/04/2020",-0.47
9,"03/04/2020",-0.4825
9,"04/04/2020",-0.42
9,"05/04/2020",-0.44
9,"06/04/2020",-0.5125
9,"07/04/2020",-0.5275
9,"08/04/2020",-0.52
9,"09/04/2020",-0.6025
9,"10/04/2020",-0.68
9,"11/04/2020",-0.5725
9,"12/04/2020",-0.5025
9,"13/04/2020",-0.525
9,"14/04/2020",-0.525
9,"15/04/2020",-0.5075
9,"16/04/2020",-0.5275
9,"17/04/2020",-0.525
9,"18/04/2020",-0.475
9,"19/04/2020",-0.465
9,"20/04/2020",-0.535
9,"21/04/2020",-0.56
9,"22/04/2020",-0.5625
9,"23/04/2020",-0.59
9,"24/04/2020",-0.5775
9,"25/04/2020",-0.51
9,"26/04/2020",-0.495
9,"27/04/2020",-0.565
9,"28/04/2020",-0.5725
9,"29/04/2020",-0.5525
9,"30/04/2020",-0.515
9,"01/05/2020",-0.6175
9,"02/05/2020",-0.49
9,"03/05/2020",-0.4825
9,"04/05/2020",-0.55
9,"05/05/2020",-0.5825
9,"06/05/2020",-0.585
9,"07/05/2020",-0.59
9,"08/05/2020",-0.585
9,"09/05/2020",-0.51
9,"10/05/2020",-0.4825
9,"11/05/2020",-0.5875
9,"12/05/2020",-0.5775
9,"13/05/2020",-0.575
9,"14/05/2020",-0.57
9,"15/05/2020",-0.5425
9,"16/05/2020",-0.4725
9,"17/05/2020",-0.4725
9,"18/05/2020",-0.545
9,"19/05/2020",-0.5575
9,"20/05/2020",-0.56
9,"21/05/2020",-0.5725
9,"22/05/2020",-0.5575
9,"23/05/2020",-0.4775
9,"24/05/2020",-0.4725
9,"25/05/2020",-0.54
9,"26/05/2020",-0.5575
9,"27/05/2020",-0.565
9,"28/05/2020",-0.565
9,"29/05/2020",-0.5225
9,"30/05/2020",-0.425
9,"31/05/2020",-0.4275
9,"01/06/2020",-0.4925
9,"02/06/2020",-0.515
9,"03/06/2020",-0.5225
9,"04/06/2020",-0.5275
9,"05/06/2020",-0.5125
9,"06/06/2020",-0.425
9,"07/06/2020",-0.4325
16,"15/02/2020",0.0125
16,"16/02/2020",0.0325
16,"17/02/2020",0.03
16,"18/02/2020",0.02
16,"19/02/2020",0.025
16,"20/02/2020",0.0125
16,"21/02/2020",0.005
16,"22/02/2020",-0.0075
16,"23/02/2020",0
16,"24/02/2020",0.0025
16,"25/02/2020",0.015
16,"26/02/2020",0.0125
16,"27/02/2020",0.0075
16,"28/02/2020",0.0325
16,"29/02/2020",0.03
16,"01/03/2020",0.0325
16,"02/03/2020",0.0225
16,"03/03/2020",0.01
16,"04/03/2020",0.03
16,"05/03/2020",0.0125
16,"06/03/2020",0.005
16,"07/03/2020",-0.0025
16,"08/03/2020",0.0075
16,"09/03/2020",-0.0725
16,"10/03/2020",0.0125
16,"11/03/2020",0.0175
16,"12/03/2020",0.02
16,"13/03/2020",0.0375
16,"14/03/2020",0.0675
16,"15/03/2020",0.005
16,"16/03/2020",-0.0825
16,"17/03/2020",-0.0025
16,"18/03/2020",-0.0525
16,"19/03/2020",-0.105
16,"20/03/2020",-0.1625
16,"21/03/2020",-0.135
16,"22/03/2020",-0.1975
16,"23/03/2020",-0.2275
16,"24/03/2020",-0.2425
16,"25/03/2020",-0.2575
16,"26/03/2020",-0.28
16,"27/03/2020",-0.305
16,"28/03/2020",-0.2375
16,"29/03/2020",-0.295
16,"30/03/2020",-0.285
16,"31/03/2020",-0.2625
16,"01/04/2020",-0.275
16,"02/04/2020",-0.3125
16,"03/04/2020",-0.335
16,"04/04/2020",-0.28
16,"05/04/2020",-0.3475
16,"06/04/2020",-0.34
16,"07/04/2020",-0.3325
16,"08/04/2020",-0.32
16,"09/04/2020",-0.41
16,"10/04/2020",-0.57
16,"11/04/2020",-0.4475
16,"12/04/2020",-0.4
16,"13/04/2020",-0.3475
16,"14/04/2020",-0.3475
16,"15/04/2020",-0.3225
16,"16/04/2020",-0.3425
16,"17/04/2020",-0.365
16,"18/04/2020",-0.3325
16,"19/04/2020",-0.38
16,"20/04/2020",-0.3875
16,"21/04/2020",-0.4175
16,"22/04/2020",-0.4225
16,"23/04/2020",-0.4275
16,"24/04/2020",-0.4325
16,"25/04/2020",-0.3725
16,"26/04/2020",-0.4125
16,"27/04/2020",-0.4075
16,"28/04/2020",-0.395
16,"29/04/2020",-0.3725
16,"30/04/2020",-0.3225
16,"01/05/2020",-0.455
16,"02/05/2020",-0.3425
16,"03/05/2020",-0.3825
16,"04/05/2020",-0.365
16,"05/05/2020",-0.3825
16,"06/05/2020",-0.3525
16,"07/05/2020",-0.365
16,"08/05/2020",-0.36
16,"09/05/2020",-0.25
16,"10/05/2020",-0.2825
16,"11/05/2020",-0.3575
16,"12/05/2020",-0.355
16,"13/05/2020",-0.3475
16,"14/05/2020",-0.3475
16,"15/05/2020",-0.325
16,"16/05/2020",-0.2775
16,"17/05/2020",-0.325
16,"18/05/2020",-0.32
16,"19/05/2020",-0.3325
16,"20/05/2020",-0.31
16,"21/05/2020",-0.3225
16,"22/05/2020",-0.3375
16,"23/05/2020",-0.2725
16,"24/05/2020",-0.3075
16,"25/05/2020",-0.315
16,"26/05/2020",-0.3275
16,"27/05/2020",-0.3125
16,"28/05/2020",-0.3175
16,"29/05/2020",-0.31
16,"30/05/2020",-0.23
16,"31/05/2020",-0.255
16,"01/06/2020",-0.26
16,"02/06/2020",-0.2725
16,"03/06/2020",-0.26
16,"04/06/2020",-0.275
16,"05/06/2020",-0.2825
16,"06/06/2020",-0.215
16,"07/06/2020",-0.24
17,"15/02/2020",0.0275
17,"16/02/2020",0.045
17,"17/02/2020",0.035
17,"18/02/2020",0.015
17,"19/02/2020",0.0175
17,"20/02/2020",0.0225
17,"21/02/2020",0.0525
17,"22/02/2020",0.06
17,"23/02/2020",0.105
17,"24/02/2020",0.03
17,"25/02/2020",0.0375
17,"26/02/2020",0.0325
17,"27/02/2020",0.05
17,"28/02/2020",0.075
17,"29/02/2020",0.065
17,"01/03/2020",0.085
17,"02/03/2020",0.0575
17,"03/03/2020",0.03
17,"04/03/2020",0.04
17,"05/03/2020",0.0425
17,"06/03/2020",0.0375
17,"07/03/2020",0.0075
17,"08/03/2020",0.02
17,"09/03/2020",-0.1025
17,"10/03/2020",0.0375
17,"11/03/2020",0.0275
17,"12/03/2020",0.04
17,"13/03/2020",0.0875
17,"14/03/2020",0.145
17,"15/03/2020",0.145
17,"16/03/2020",-0.0475
17,"17/03/2020",0.0375
17,"18/03/2020",-0.05
17,"19/03/2020",-0.09
17,"20/03/2020",-0.15
17,"21/03/2020",-0.145
17,"22/03/2020",-0.195
17,"23/03/2020",-0.195
17,"24/03/2020",-0.2275
17,"25/03/2020",-0.2375
17,"26/03/2020",-0.27
17,"27/03/2020",-0.2825
17,"28/03/2020",-0.2525
17,"29/03/2020",-0.285
17,"30/03/2020",-0.2775
17,"31/03/2020",-0.285
17,"01/04/2020",-0.295
17,"02/04/2020",-0.325
17,"03/04/2020",-0.3575
17,"04/04/2020",-0.3375
17,"05/04/2020",-0.3775
17,"06/04/2020",-0.36
17,"07/04/2020",-0.365
17,"08/04/2020",-0.3475
17,"09/04/2020",-0.39
17,"10/04/2020",-0.5275
17,"11/04/2020",-0.4525
17,"12/04/2020",-0.425
17,"13/04/2020",-0.3925
17,"14/04/2020",-0.3975
17,"15/04/2020",-0.3675
17,"16/04/2020",-0.3875
17,"17/04/2020",-0.4125
17,"18/04/2020",-0.4025
17,"19/04/2020",-0.4375
17,"20/04/2020",-0.42
17,"21/04/2020",-0.4325
17,"22/04/2020",-0.4425
17,"23/04/2020",-0.4525
17,"24/04/2020",-0.4625
17,"25/04/2020",-0.4275
17,"26/04/2020",-0.4625
17,"27/04/2020",-0.435
17,"28/04/2020",-0.4375
17,"29/04/2020",-0.4225
17,"30/04/2020",-0.3725
17,"01/05/2020",-0.4975
17,"02/05/2020",-0.4125
17,"03/05/2020",-0.4425
17,"04/05/2020",-0.42
17,"05/05/2020",-0.4425
17,"06/05/2020",-0.44
17,"07/05/2020",-0.45
17,"08/05/2020",-0.4625
17,"09/05/2020",-0.4
17,"10/05/2020",-0.4075
17,"11/05/2020",-0.4525
17,"12/05/2020",-0.445
17,"13/05/2020",-0.4325
17,"14/05/2020",-0.435
17,"15/05/2020",-0.4175
17,"16/05/2020",-0.3825
17,"17/05/2020",-0.4225
17,"18/05/2020",-0.4175
17,"19/05/2020",-0.425
17,"20/05/2020",-0.4225
17,"21/05/2020",-0.4325
17,"22/05/2020",-0.4375
17,"23/05/2020",-0.3925
17,"24/05/2020",-0.4175
17,"25/05/2020",-0.4125
17,"26/05/2020",-0.4225
17,"27/05/2020",-0.4325
17,"28/05/2020",-0.4225
17,"29/05/2020",-0.4075
17,"30/05/2020",-0.3425
17,"31/05/2020",-0.365
17,"01/06/2020",-0.3675
17,"02/06/2020",-0.3875
17,"03/06/2020",-0.3775
17,"04/06/2020",-0.3875
17,"05/06/2020",-0.3875
17,"06/06/2020",-0.34
17,"07/06/2020",-0.3725
18,"15/02/2020",0.025
18,"16/02/2020",0.03
